244	-119	-44	49	-42	-246	-268	-333	-334	-70	24	448	175	142	158	-193	
17	-50	-42	19	-63	-180	-136	-491	-645	-122	-14	580	775	142	355	-41	
40	-56	41	132	99	-275	-456	-925	-1176	-231	-108	1415	1131	476	422	-140	
50	-42	133	91	66	-317	-862	-1156	-1248	-177	-223	1926	1605	428	344	133	
151	175	118	33	-36	-152	-1167	-492	-1133	-312	88	887	1164	309	283	212	
-8	159	133	-139	-90	-53	-288	-157	8	-183	-54	-122	-27	-81	268	23	
-90	8	58	-173	-118	320	24	562	519	-102	-304	-730	-680	-560	-160	39	
-99	-252	-272	-492	-228	411	1500	2523	1771	137	-311	-1863	-1638	-1570	-1104	-27	
-436	-622	-585	-650	-345	1006	2062	3938	2674	363	-801	-2712	-3033	-2285	-1802	-113	
-386	-439	-481	-517	-302	1006	2291	3519	3143	584	-459	-2982	-3428	-2523	-2053	31	
-267	-266	-260	-363	-311	316	1605	2733	2517	204	-331	-1877	-2878	-2551	-1704	283	
-239	-191	-244	-361	-267	24	902	2715	1180	101	-115	-1254	-1638	-1654	-839	236	
-78	-14	-103	-56	-185	-255	49	1073	-164	145	32	-206	-821	-374	-100	157	
0	57	-98	-42	-159	-392	-309	-226	-1176	-184	144	152	-88	476	529	464	
131	87	-21	33	-21	-421	-1283	-722	-2125	153	262	440	351	1473	848	173	
-43	0	-42	199	-187	-844	-1254	-939	-2484	-346	313	1057	1418	1944	1383	-179	
-99	0	31	99	-49	-399	-1486	-1170	-2283	-251	450	750	1385	1490	998	-80	
-120	-63	-146	54	82	-220	-1210	-520	-1694	-244	353	887	1334	918	324	23	
-21	16	44	182	82	-344	-427	-267	-817	-156	209	818	843	357	308	-40	
-3	117	125	103	90	-21	-192	73	-601	-224	8	528	374	212	165	-34	
