-105	-86	-107	-132	-241	-296	-171	-340	-285	-287	-169	-128	108	-160	160	167	156	7	193	227	192	-97	-141	
-30	-63	-69	-138	-282	-329	-308	-573	-357	-297	-183	-94	15	-160	90	117	78	187	279	305	43	8	-200	
-51	-35	-106	-304	-350	-439	-507	-889	-546	-445	-262	-175	-46	9	243	188	118	171	433	455	200	2	-57	
-91	-65	-14	-211	-372	-485	-389	-1679	-492	-929	-243	-161	-56	0	629	567	35	404	421	554	17	17	-30	
-156	-119	-57	-152	-42	-1036	-795	-1751	-1193	-1797	-489	-222	-14	207	905	501	232	327	294	1099	332	227	73	
-252	58	58	-249	-255	-1442	-1416	-2513	-1936	-1868	-744	-610	150	-60	806	715	1167	380	1497	1874	-15	183	109	
-266	-49	-125	-311	-786	-2168	-2065	-3562	-2723	-2053	-688	-1103	412	-300	1421	1607	1807	906	2113	1515	183	271	87	
-312	-237	-532	-624	-1675	-3299	-3567	-4237	-2694	-1540	-504	-891	119	-253	1055	1260	1774	2585	2858	1761	767	371	-52	
-447	-141	-1342	-1473	-2827	-4562	-4390	-4381	-2294	-986	-175	-275	103	-260	574	831	1725	2503	3587	2120	1334	1013	-104	
-594	-526	-2534	-2645	-3847	-6012	-4332	-3676	-1378	-129	529	-134	47	-811	-199	-152	639	1166	5029	2782	2090	2656	-200	
-746	-777	-2843	-3217	-5014	-6549	-4578	-2958	-373	233	2523	191	127	-1467	-1052	-1224	210	481	4802	3595	2430	3072	122	
-612	-1191	-2342	-4037	-6661	-7028	-3798	-2211	218	1476	5131	1114	166	-1788	-1954	-3047	-430	341	3360	5088	3697	2826	481	
-391	-1517	-2122	-4799	-7171	-7536	-3538	-1248	826	2848	5966	2181	222	-1941	-3606	-4566	-1323	31	4057	6147	4623	4092	262	
-273	-955	-2180	-5414	-7405	-7159	-2715	-803	1706	3946	5711	2926	357	-1871	-4869	-5698	-2024	-568	2907	6582	4112	4092	568	
-538	-881	-2210	-5121	-7580	-7159	-2701	-279	2396	4083	5932	2841	238	-1620	-5105	-6637	-2725	-814	2874	6620	4207	4129	630	
-245	-703	-1386	-4682	-6647	-6549	-2917	-381	843	2436	4551	2333	15	-2067	-4452	-4027	-1309	-171	1497	7943	4056	2732	317	
-161	-659	-1312	-4066	-5553	-6100	-3307	-1636	266	876	3375	1554	-47	-1439	-2953	-2370	-310	132	1368	7149	3508	1712	563	
-294	-526	-1018	-2792	-4081	-5853	-3841	-2685	-204	-176	2114	119	-87	-379	-1079	-1058	-20	225	3393	4975	2222	1239	542	
-245	-355	-1047	-1884	-3031	-5258	-4116	-4223	-1221	-943	448	-74	-101	-212	-67	258	724	644	4300	3897	1618	682	419	
-151	-230	-547	-1532	-2710	-4083	-4217	-4539	-2451	-1839	-444	-1004	-94	153	972	1838	1971	2031	3717	2933	824	501	262	
-105	-230	-409	-829	-1835	-3328	-3018	-4381	-2951	-2963	-858	-1215	-74	-54	1869	2912	2464	2128	3263	815	420	236	150	
-153	-174	-319	-375	-564	-1544	-2195	-3777	-2651	-2764	-872	-835	-34	-27	1720	2367	2546	775	3198	437	140	-89	87	
-203	-146	-257	-298	-337	-1079	-1459	-2728	-2480	-2309	-942	-736	23	158	1770	2136	2234	450	2000	341	86	-31	-30	
-145	-146	-215	-221	-42	-514	-953	-1809	-1908	-1370	-631	-309	-47	363	2002	1541	1889	621	379	184	-23	-89	-128	
8	-42	-125	-166	65	-369	-405	-1004	-1393	-829	-592	-228	-87	197	1454	682	987	163	201	184	56	78	9	
150	66	-60	-166	-20	-76	-123	-279	-373	-317	-357	-222	-187	126	639	133	593	274	175	189	190	134	17	
