-45	106	73	109	139	27	-359	-165	-183	25	-459	-240	-218	-203	-202	-187	-214	-101	-192	105	97	137	297	120	103	127	82	-120	-108	-70	-133	
-125	-64	37	201	78	17	-102	-116	-214	-344	-794	-366	-253	-259	-251	-229	-162	-147	-7	342	137	201	224	144	239	95	110	-140	-245	-149	-218	
-206	-88	-59	117	-58	-79	-59	-197	-517	-390	-583	-661	-225	-321	-313	-298	-228	-42	-28	309	251	331	257	271	310	31	50	-34	-138	-160	-215	
-250	-171	-51	-1	-94	10	-72	-93	-608	-1155	-839	-957	-442	-503	-541	-174	-221	82	147	671	712	929	618	376	605	31	94	-55	-103	-142	-230	
-272	-150	-57	-28	-44	48	-15	-336	-973	-1110	-1110	-2277	-1107	-1118	-777	-160	-276	78	188	383	746	1361	1116	1210	792	142	110	0	-18	-73	-86	
-250	-191	-51	-8	-11	11	-79	-258	-1095	-1079	-1562	-2517	-2078	-1682	-1147	-444	-276	53	188	1003	1562	2897	1716	2063	859	589	118	173	-53	-52	-182	
-338	-308	70	17	-232	-165	-201	-825	-1460	-2184	-2466	-3132	-1913	-1311	-940	-104	-477	222	368	1667	1684	2431	2402	2932	2113	1237	252	204	-47	-144	-155	
-247	-249	-4	-104	-196	-238	-506	-2520	-2616	-2608	-3325	-2937	-2003	-642	-659	-271	-178	156	286	619	1094	1654	2797	4296	2824	1928	1099	165	62	-108	-214	
-235	-37	-69	-117	-207	-245	-1089	-3544	-4471	-3304	-2948	-2187	-1391	-910	-821	-420	-173	296	-124	260	503	1343	2265	4228	3316	2618	2420	905	125	78	-53	
-184	-145	-117	-231	-340	-535	-2762	-4354	-4441	-3214	-2572	-1122	-1242	-687	-614	-132	-52	460	-20	40	-143	371	1373	3955	3434	3661	3140	1836	1145	0	-130	
-179	-242	-328	-495	-1229	-1537	-4527	-4766	-4608	-2321	-1246	-197	-271	-154	-28	16	45	16	-456	-340	-688	-68	426	2847	3282	4705	4545	3033	1822	405	78	
-93	44	-443	-523	-1849	-3218	-5571	-4782	-4167	-1200	-688	253	159	418	366	331	-249	16	-1413	-253	-1248	-285	-203	1568	3062	4806	5281	4363	2582	624	183	
-155	-275	-927	-204	-2855	-4405	-6568	-5500	-3300	-163	-184	671	634	1933	1320	1798	-272	-317	-2574	-1820	-1794	-449	-1156	480	1994	4537	5532	5476	4134	576	357	
-243	-429	-786	-1133	-3397	-5715	-7243	-4873	-2874	443	144	1404	1672	3435	3048	2406	268	-599	-3822	-2859	-3303	-1135	-1626	0	1571	3847	5733	6208	4877	1413	598	
-360	-410	-333	-1958	-3986	-7288	-7351	-4613	-2099	1240	390	2320	2510	6115	4632	2263	-463	-1661	-5040	-4015	-4797	-1908	-1612	-276	588	2904	6134	7105	5241	1413	357	
-777	-439	-583	-2238	-4172	-7812	-7566	-3987	-1612	528	263	2778	2983	8088	5352	2585	-595	-2112	-5577	-5184	-5731	-2236	-1797	-390	95	2332	5933	7371	5307	1643	31	
-777	-191	-255	-2066	-4125	-6964	-7612	-3284	-1004	326	76	3327	3511	8269	5046	3122	-207	-2725	-5911	-6253	-5401	-1865	-1384	-296	-94	2416	5900	7238	4877	1824	505	
-294	-314	-365	-2549	-3877	-7010	-7581	-3452	-928	92	110	3877	3293	8106	4146	2675	-56	-2215	-5606	-6094	-4783	-1293	-1299	-263	-54	2146	5699	7155	4431	1479	295	
-206	-257	-263	-2020	-3753	-7041	-7228	-3712	-1217	-209	59	2869	2291	7256	3444	1798	-221	-1661	-3619	-4072	-3964	-447	-672	-283	239	3140	5448	6623	3903	1463	615	
-210	-242	-739	-1366	-2995	-6286	-7382	-4598	-2281	230	25	2943	725	5843	1950	1941	-132	-494	-2298	-2137	-2455	-143	-257	48	572	3476	5465	5593	3556	806	303	
-228	-132	-350	-946	-2282	-4343	-6722	-5515	-2996	-312	-372	1972	16	4051	308	1440	-118	-193	-1399	-968	-1234	177	88	767	1723	3880	5013	3897	2367	478	427	
-68	-81	-299	-604	-1415	-2771	-4220	-5713	-4212	-1321	-1532	452	-704	1679	-265	1351	-187	-35	-311	-294	-232	688	1013	1193	2740	3981	3926	3216	1772	390	365	
-169	177	-168	-291	-1059	-1784	-3008	-4858	-4349	-3032	-2044	76	-1197	-98	-1132	145	-235	65	245	578	210	1689	1870	2063	3722	3560	3340	2584	564	187	84	
-81	310	-59	-262	-656	-828	-2010	-4277	-4349	-3713	-3340	-882	-1675	-196	-1176	-414	-234	296	1025	1824	746	2379	2797	2932	3926	3022	2019	590	188	109	-134	
-8	398	-8	52	-138	-310	-767	-2979	-4304	-4334	-3867	-1827	-2287	-1177	-1931	16	-35	509	1324	2104	1910	3086	3534	3392	3129	2197	1383	-60	-172	-92	-105	
8	149	75	28	-15	-8	-399	-2276	-2737	-3986	-4063	-2247	-2481	-1950	-2167	-277	-42	534	1341	1877	2205	3294	3191	2557	2689	1355	212	-272	-225	-198	-164	
-199	-23	43	0	55	-68	-87	-1726	-1825	-2275	-3385	-2307	-2272	-1638	-1428	-277	-61	298	1131	2820	1806	2828	2539	2063	1842	547	165	-107	-107	-151	-184	
-217	17	-29	-124	96	-231	69	-722	-912	-1306	-2285	-2067	-2182	-1757	-910	-153	-8	287	384	2174	1180	1982	1407	1551	843	150	108	-14	-40	-184	-250	
-112	97	-51	-24	-18	-80	69	-279	-271	-383	-1366	-852	-1346	-1326	-777	-125	-104	197	-137	549	451	1947	297	504	55	-94	-45	-60	-57	-176	-276	
-59	21	-45	19	139	-137	-93	-200	-143	-305	-869	-500	-1361	-716	-407	-257	-49	222	136	549	-18	826	-61	368	-141	-167	-134	-7	-126	-185	-282	
-96	150	-81	8	50	-51	-101	-145	-107	-263	25	-507	-1018	-301	-374	-291	-118	222	252	312	-14	96	-162	112	-108	-196	-44	330	-317	-264	-166	
