-23	-48	-45	-243	-339	-291	-346	-24	-301	-23	146	335	481	251	171	-96	-308	-75	
-106	-15	-96	-309	-390	-360	-451	-268	-154	34	172	275	374	129	-30	-213	-189	-125	
-155	43	-15	-74	-1003	-711	-607	-265	-81	318	396	344	611	292	34	-574	-447	-8	
-118	46	112	-332	-1253	-946	-1484	-294	-206	439	1423	792	451	206	-96	-304	-447	51	
-8	-76	-103	-111	-1128	-946	-1327	-338	-331	568	568	1145	195	-147	-109	-96	-250	77	
-331	-236	-287	-412	-564	-434	-1124	-390	-131	560	422	625	-59	-92	-96	-116	-88	-83	
-230	-184	-377	-265	-250	0	-191	-309	-360	293	-125	77	-191	-181	-125	22	-22	60	
-390	-243	-772	43	198	785	707	508	-70	-140	-469	-1262	-477	-316	-132	352	523	326	
-780	-341	-992	345	1274	1698	2310	1489	-287	-466	-1673	-2731	-1758	-1129	-103	601	502	569	
-1093	-670	-1070	328	2244	3301	3110	1638	94	-1326	-3345	-3528	-2711	-785	-88	443	560	327	
-984	-843	-1806	371	1945	2518	3204	1787	275	-1295	-3877	-3606	-2899	-1395	42	944	575	497	
-466	-442	-1321	596	1498	2108	2049	2774	241	-1999	-3158	-2949	-2742	-801	94	476	206	489	
-177	-331	-631	172	371	1158	372	2048	301	-507	-1532	-1809	-1617	-184	309	172	0	248	
-162	-133	-353	-45	-177	267	-133	362	293	-53	-89	-59	-235	223	207	-96	-264	231	
-37	467	-250	-206	-846	-294	-1124	51	-67	94	1479	1665	-65	200	-34	-440	-614	51	
450	445	250	-96	-1911	-1149	-2203	8	-551	862	2910	2390	827	249	-103	-396	-755	-132	
438	300	164	-243	-1707	-1588	-2798	-353	-166	676	2798	2687	1198	0	-257	-1105	-833	-379	
181	155	35	-118	-893	-1055	-1875	-640	-434	448	1609	3115	688	507	-235	-621	-848	-118	
103	35	-59	-67	-272	-962	-905	-456	-265	249	577	1926	352	240	-338	-293	-418	-140	
