-142	7	0	175	-186	-471	-565	-309	-137	268	-34	-120	
-97	101	-190	-92	-585	-679	-770	-365	-35	562	89	-47	
-15	152	24	-307	-1250	-1165	-1019	-427	49	798	186	113	
96	75	38	-310	-955	-1091	-1166	-596	237	1859	798	177	
95	63	46	-14	-895	-1077	-1547	-365	180	1702	538	614	
33	53	-55	-224	-821	-974	-873	-296	180	1073	920	775	
-71	16	-92	-49	-313	-194	-242	-214	-69	-103	113	412	
-353	-225	-148	0	116	506	231	263	-673	-1459	-903	-55	
-809	-528	-288	83	1356	2532	1610	419	-1674	-2369	-2053	-190	
-628	-551	-540	108	1644	2621	2054	1094	-2197	-2166	-2958	-122	
-255	-507	-540	50	1230	2460	1414	361	-1994	-2080	-2642	-149	
-113	-415	-183	83	400	1226	667	41	-1283	-636	-1219	-319	
101	-366	-127	-182	-70	373	-63	123	-206	89	-232	137	
-44	-289	-99	-202	-244	-354	-175	-60	-21	619	0	137	
16	50	-99	-112	-126	-365	-463	-165	262	374	137	137	
-113	67	-127	-143	-260	-517	-351	-186	229	319	251	-95	
65	185	-134	-129	-324	-363	-235	-99	245	423	397	54	
195	118	-134	-126	-167	-374	-166	-220	-96	213	235	32	
180	228	-162	-160	-174	-367	-414	-220	-68	88	-28	-101	
195	217	-162	-97	-200	-331	-328	-145	-44	14	-28	-61	
