-69	-73	-21	32	-63	-192	-185	-333	-515	-61	136	368	239	269	229	-100	
58	-63	166	116	-14	-317	-49	-342	-846	-244	225	488	893	341	197	-179	
143	-56	183	-14	-111	-413	-601	-549	-803	-204	160	904	995	563	814	-199	
70	16	184	45	-21	-334	-775	-910	-1406	-363	-81	1159	775	365	419	-80	
-12	41	72	33	-42	-358	-760	-342	-1392	-41	-169	767	521	277	256	-27	
-8	29	33	-49	-61	-14	-343	0	-184	-111	-183	144	39	-147	14	47	
-8	-86	-265	-167	-138	509	57	554	397	-34	-331	-296	-835	-672	-100	86	
-330	-98	-526	-388	-258	1288	1816	2191	1562	476	-378	-1353	-1286	-1962	-1286	-14	
-370	-510	-526	-561	-492	2031	2203	2785	2813	331	-473	-2217	-2526	-2972	-2039	-219	
-365	-482	-526	-1533	-270	1501	2431	3309	3785	722	-402	-2953	-3625	-2453	-2067	-126	
-330	-391	-348	-1209	-359	1430	2308	2698	3264	170	-317	-2727	-3258	-2355	-1983	102	
-253	-262	-292	-885	-304	263	867	1580	1528	40	-61	-1934	-1920	-1009	-714	78	
-92	-112	-279	-311	-507	-117	-55	374	56	24	-54	-829	-553	-301	0	66	
260	393	33	-167	-304	-358	-847	-1170	-501	-89	-41	-101	350	134	434	314	
168	235	203	356	-42	-413	-1370	-1892	-918	-190	80	256	1012	444	345	-126	
189	239	191	367	-118	-902	-1428	-1545	-2110	-835	466	477	1639	1490	630	-305	
67	155	133	200	-187	-771	-1021	-1170	-1880	-319	222	460	1961	1641	339	-7	
-22	184	255	213	82	-296	-601	-896	-1535	-122	281	512	1402	1254	513	7	
8	217	216	169	-7	-241	-247	-477	-1018	-183	321	563	775	444	237	62	
227	127	66	64	-35	-124	-151	-301	-587	-224	16	504	263	388	229	212	
