-35	-81	-146	-84	-122	-226	-235	-155	72	-34	144	430	111	55	
-30	-10	-70	-118	-285	-615	-348	-211	-79	-88	288	478	140	94	
58	34	8	-180	-282	-847	-347	-368	-89	30	320	380	230	237	
92	83	58	-49	-255	-891	-708	-961	-447	-21	600	843	456	434	
111	133	62	-56	-379	-1152	-383	-788	-606	48	1176	826	317	264	
98	91	116	-56	-97	-1138	-76	-476	-549	112	495	487	103	237	
83	0	-99	-91	-152	-268	81	-232	-339	-48	208	-67	-94	173	
16	-237	-305	-56	180	155	1021	292	-271	-317	-350	-680	-532	-373	
-119	-265	-635	-152	1094	1640	2104	1927	476	-453	-1296	-2498	-1542	-1397	
-398	-688	-753	-401	1554	2185	3204	2396	331	-559	-2642	-3160	-2018	-1983	
-377	-807	-915	-304	1306	2291	3536	2465	460	-573	-2628	-2991	-2495	-1606	
-327	-319	-1194	-521	1112	2062	2820	2049	66	-331	-1962	-2413	-2032	-1760	
-314	-333	-679	-565	175	1464	2453	1042	161	-102	-985	-1709	-1233	-811	
-105	-292	-312	-346	230	262	881	105	25	-122	-277	-342	-434	-134	
97	83	132	-152	-310	-281	-192	-530	-41	104	16	167	150	418	
368	216	94	-228	-494	-891	-383	-1550	-265	160	32	690	749	1065	
226	58	259	-28	-227	-1225	-1184	-1895	-285	257	288	1469	884	1015	
76	214	778	-42	-344	-1050	-1618	-1679	-414	93	168	1266	1473	580	
70	-56	396	66	-317	-789	-1184	-1191	-163	112	352	639	1103	411	
15	-84	113	49	-399	-673	-694	-745	-204	168	336	388	381	134	
