-163	-23	28	-43	-205	-265	-312	-297	-296	-69	195	-7	-82	
-114	-65	-50	-64	-252	-265	-856	-242	-188	-124	107	121	32	
-57	-71	-8	210	-14	-355	-1577	-263	-90	171	236	503	218	
-121	13	219	252	-119	-733	-1135	-587	-104	425	391	386	234	
42	25	135	30	-440	-984	-1062	-888	-227	330	373	416	315	
2	-78	37	-132	-468	-836	-1091	-888	-427	34	358	300	168	
-36	-113	-85	-127	-217	-223	-97	-214	-212	-124	16	-252	-106	
-162	-339	-225	-142	75	283	514	322	-83	-659	-1127	-1262	-238	
-457	-1110	-465	-288	301	1536	2711	1094	-131	-1297	-2455	-2426	-258	
-390	-628	-463	-391	268	942	2693	1325	148	-2139	-2484	-3145	-319	
-348	-85	-366	-225	50	1158	2156	1788	205	-1863	-2441	-1981	-238	
-213	-149	-303	-64	-7	816	903	738	180	-1167	-1040	-1090	-109	
-192	-145	-303	-162	-308	83	307	231	222	-206	-35	-266	-14	
