-171	-298	-304	49	-14	-69	-96	61	32	-108	-181	
-274	-753	-492	-55	7	154	0	43	-26	-34	-78	
-467	-1047	-580	-234	-55	366	16	32	-142	-209	-74	
-748	-1474	-521	-248	90	725	202	88	-277	-283	-21	
-955	-1224	-635	-269	196	1335	332	121	-115	-296	111	
-541	-1106	-1181	-35	319	1440	521	420	-149	-174	47	
-688	-1459	-653	-317	229	881	521	223	-34	-90	-61	
-209	-187	-235	-193	-117	-55	121	-14	-75	-88	6	
166	514	543	-179	-847	-1545	-1133	-312	-61	120	143	
1518	2281	1556	32	-1587	-2701	-1938	-506	209	440	366	
1536	2514	2179	205	-1994	-2195	-2556	-278	193	383	240	
1338	2138	1236	90	-1848	-2383	-2469	-156	305	313	295	
816	1333	495	156	-949	-1127	-1262	-109	152	272	162	
75	224	66	106	57	-185	-75	-64	-21	64	111	
-153	-354	-290	139	278	244	112	-48	-210	-236	-54	
-105	-412	-404	-62	433	386	330	-48	-203	-246	-201	
-70	-782	-595	-90	370	537	219	-251	-217	-241	-129	
-230	-473	-380	-62	279	303	259	-55	-68	-216	23	
-320	-885	-302	74	262	138	64	-19	-48	-103	0	
-390	-506	-318	-159	24	-18	-198	-34	-54	-124	-32	
