-57	219	79	192	-230	-229	-191	-55	-21	456	153	32	
57	30	146	96	-237	-381	-187	-35	-35	578	146	72	
0	43	159	-90	-383	-437	-325	-76	65	725	235	80	
25	99	143	-231	-748	-532	-552	-172	311	986	308	371	
135	185	168	-327	-748	-1047	-1137	345	761	1160	607	414	
-57	185	84	-496	-881	-812	-419	-55	262	986	746	686	
-99	-64	-190	-363	-251	-243	-97	-119	-124	-41	0	0	
-212	-296	-232	-98	450	886	471	-200	-1108	-1083	-1090	-312	
-360	-387	-450	134	1572	2872	1699	0	-1718	-2340	-2053	-435	
-297	-535	-540	100	1788	3015	1877	213	-2168	-2340	-2987	-335	
-106	-443	-182	-56	1122	2925	1432	254	-1689	-1906	-2383	-806	
-50	-286	-271	-154	150	1172	952	263	-412	-881	-860	-778	
