-64	-91	-77	-76	-123	-151	-221	-361	129	63	104	310	182	150	-312	-190	-108	-119	
-126	-84	-21	-29	-165	-383	-232	-573	129	-27	352	358	267	260	-80	-238	-211	-326	
-70	2	-21	-23	-83	-746	-260	-573	-578	-129	1040	510	269	79	-7	-575	-369	-302	
114	183	35	41	-172	-1021	-650	-1076	-864	32	1159	843	396	221	23	-630	-439	-283	
217	140	52	49	-131	-1297	-953	-961	-1107	-7	1125	876	901	363	70	-310	-333	-322	
148	225	-14	-111	-69	-1196	-451	-456	-535	-48	784	656	474	260	70	-205	-259	-263	
100	27	-153	-135	-55	-69	-14	-143	-89	104	352	7	79	-207	-73	-133	-93	-228	
41	-63	-478	-221	361	483	701	373	32	-122	-195	-666	-981	-839	-20	109	265	47	
-301	-407	-679	-145	1076	1429	2243	1788	323	-237	-1735	-2399	-1612	-1355	-232	321	382	108	
-545	-777	-1224	-366	1076	1728	3414	2795	532	-601	-2486	-2977	-2425	-1997	-213	979	987	365	
-489	-969	-1474	-145	952	2501	4060	2952	1016	-573	-3137	-3428	-2691	-2178	-206	1326	616	256	
-426	-1029	-1180	-276	298	2589	3344	1806	49	-374	-3038	-2878	-2467	-1969	-206	979	491	204	
-342	-334	-341	-345	41	1587	2191	972	-37	-149	-1622	-1004	-1696	-951	-107	423	491	46	
-126	-98	-146	-218	0	188	496	48	-75	-216	-249	-114	-521	-153	-80	125	132	-145	
309	208	16	-380	-413	-322	-96	-932	-95	-176	16	295	238	268	78	-106	-132	-148	
281	358	165	-352	-440	-731	-592	-1909	-116	0	232	1046	1052	764	-80	-216	-177	-124	
351	327	367	-311	-461	-1341	-2051	-1880	-258	24	358	2147	1557	1082	-358	-315	-181	-316	
83	233	184	-118	-351	-1036	-1690	-1679	-204	120	360	1910	1204	1032	-113	-189	-220	-279	
-70	166	257	173	-319	-586	-506	-1421	0	64	324	1334	516	513	141	-216	-231	-243	
-28	75	257	107	-303	-343	-287	-745	-156	-41	835	1147	254	237	-73	-205	-243	-263	
