-259	-119	49	-63	-351	-369	-110	-238	-89	-68	352	281	176	15	15	-357	-218	
-130	0	174	-152	-282	-543	-41	-544	-298	-81	536	510	261	31	-47	-547	-7	
-126	100	37	-118	-241	-949	-383	-760	-400	96	1432	588	468	213	-133	-575	-7	
-91	66	-7	-118	-227	-1428	-1040	-1076	-392	193	1364	758	581	442	-120	-352	-290	
4	-63	-91	-67	-42	-1544	-505	-1449	-258	48	938	406	277	165	39	-423	-382	
-140	-119	-181	-144	-49	-329	-7	-688	-197	64	384	47	-241	7	-179	-237	-66	
-154	-319	-430	-276	65	384	701	292	129	-183	-202	-652	-897	-340	-271	17	163	
-301	-718	-664	-272	493	1570	2034	1858	550	-257	-1622	-2033	-1486	-1160	-285	415	288	
-461	-1191	-1636	-408	1112	2203	3204	2604	670	-304	-2557	-3033	-1976	-1662	-126	371	388	
-287	-378	-1209	-187	935	2958	3903	2622	705	-374	-3109	-3456	-2551	-1844	228	540	585	
-182	-186	-591	-366	104	2818	3064	1944	234	-264	-2812	-2934	-2719	-1676	369	748	639	
-105	-299	-160	-318	-35	1289	1387	833	113	-54	-1466	-1723	-1710	-386	236	616	476	
8	-117	-145	-184	-200	-55	138	-55	-6	-14	-316	-302	-494	31	157	258	257	
50	-91	-118	-332	-771	-847	-151	-860	-68	144	120	223	63	346	275	-126	7	
32	41	248	-263	-509	-1558	-636	-1708	-265	201	496	555	833	1015	102	-202	-283	
67	-7	63	-152	-434	-1631	-1834	-1579	-285	249	1125	1588	1759	1065	-259	-354	-356	
36	115	165	-49	-358	-1094	-1387	-1392	-400	378	716	1656	1439	530	-133	-281	-336	
75	266	196	66	-200	-644	-506	-1104	-190	48	665	1486	833	316	243	-298	-253	
83	199	127	156	-406	-514	-82	-558	-136	-81	496	859	615	150	149	-243	-256	
186	158	-42	-15	-152	-528	-376	-271	-156	-21	288	135	261	126	-7	-284	-235	
