0	156	33	-32	-167	-215	-345	-62	-7	48	-34	-45	
-64	143	31	-35	-209	-430	-401	-83	-76	260	-21	-124	
37	41	-15	-147	-258	-488	-697	-289	-144	448	121	-54	
0	0	16	-105	-355	-709	-521	-124	229	1422	251	99	
-17	-29	4	-236	-644	-1371	-1078	-131	442	1422	421	177	
-23	25	-36	-196	-895	-1651	-990	-282	709	951	308	533	
-43	-60	-64	-140	-1265	-1606	-858	-372	139	627	381	263	
-163	-155	-78	-196	-209	-271	-63	-207	-103	73	97	42	
-232	-317	-246	0	408	373	313	-179	-717	-968	-1176	-177	
-297	-598	-281	33	1212	3086	1681	-42	-1660	-2989	-2038	-535	
-537	-444	-316	-35	1356	3408	2321	156	-2052	-3148	-2584	-312	
-219	-324	-176	-105	1392	2764	1574	246	-1108	-1675	-1694	-492	
-165	-183	-127	-105	960	1655	1076	131	-369	-708	-817	-332	
