-294	-177	-177	111	1307	558	532	
-345	-279	68	327	707	558	-235	
-357	129	215	1291	639	369	-746	
-701	111	142	2331	120	-593	-652	
198	638	766	1923	-220	-1046	-1183	
-23	1479	637	808	-646	-609	-699	
2555	1683	-8	-45	-910	-294	-374	
1662	758	-294	-1008	-374	-228	-325	
1309	646	-228	-447	-59	-248	-389	
