-113	-14	8	-35	-76	-186	-130	-245	-250	-41	-4	312	318	0	96	19	-159	-189	-197	
-176	41	133	-14	-42	-200	-141	-406	-515	-221	-169	225	334	47	86	-7	-161	-120	-286	
-106	242	139	107	-10	-76	-158	-722	-760	-156	-95	424	372	269	245	-272	-179	-301	-291	
-50	402	75	26	-28	-28	-470	-982	-1061	-454	-183	904	462	373	1116	-285	-317	-345	-393	
193	276	100	-49	-71	-305	-659	-968	-774	-506	-34	921	944	1052	1467	-146	-300	-369	-433	
185	175	58	-97	-96	-97	-644	-471	-373	-177	-95	852	385	333	260	7	-131	-323	-281	
84	108	75	-132	-118	337	-309	-41	-68	-102	-27	320	119	63	118	-14	94	-204	-241	
-99	100	-244	-167	-28	337	73	701	764	129	-250	-290	-976	-328	-518	-87	297	397	93	
-260	-42	-304	-340	-316	351	1447	2261	1528	274	-419	-1240	-1920	-1514	-1327	-40	219	724	108	
-253	-412	-703	-738	-712	1448	2115	3344	2379	355	-857	-2245	-3033	-2439	-1648	-73	996	1134	303	
-309	-405	-555	-1150	-263	1165	2642	3449	2899	567	-559	-2769	-3878	-1626	-1718	-87	1128	954	217	
-253	-326	-407	-1032	-401	723	1974	2331	2413	394	-587	-2486	-3611	-1822	-1760	-40	485	507	306	
-225	-238	-341	-591	-373	148	1078	1807	851	66	-359	-1920	-2005	-1065	-1174	-80	336	390	248	
-141	-238	-272	-313	-235	-94	65	456	-143	298	-345	-319	-1032	-101	-220	-92	-80	93	46	
-78	83	-49	-153	-225	-351	-746	-396	-774	-52	-14	128	-41	309	339	15	-53	-112	-61	
134	160	183	190	-159	-611	-1283	-881	-1535	-431	88	512	453	1002	747	-113	-139	-93	-230	
-64	242	266	98	-304	-567	-1326	-1401	-2139	-224	378	852	1046	1490	831	81	-271	-227	-269	
14	107	150	75	-138	-379	-1036	-997	-1938	-292	807	835	1520	1355	798	-120	-823	-275	-264	
-246	25	150	-34	-142	-269	-775	-665	-1018	-95	1099	512	1198	985	442	-113	-1030	-119	-198	
-67	-98	150	-70	-125	-310	-615	-246	-616	8	395	348	310	598	142	-14	-437	-139	-171	
