77	91	73	74	-14	-117	-267	-340	-14	24	233	183	55	-14	-150	-204	-120	-119	
54	88	91	-12	-262	-309	-325	-374	-132	64	248	183	83	47	-133	-138	-151	-119	
100	43	91	49	-358	-456	-347	-381	-204	56	512	518	247	181	-133	-205	-227	-77	
184	62	24	-35	-372	-1036	-925	-1033	-258	-34	1466	961	570	442	-100	-423	-320	-255	
63	0	91	-69	-330	-1036	-925	-1018	-312	-41	1500	809	631	394	78	-326	-292	-289	
-35	-146	-24	-138	-55	-963	-410	-439	-156	97	784	453	214	256	125	-194	-230	-256	
-86	-146	-135	-194	312	-325	-239	-170	-143	-22	96	-128	111	20	0	-139	-93	-150	
-147	-334	-174	-221	403	270	537	373	-82	-135	-858	-948	-238	-286	-40	62	171	105	
-412	-1029	-437	-263	1006	1781	2121	1580	145	-412	-2146	-1948	-1766	-1648	-186	235	675	139	
-449	-674	-1165	-270	1218	2431	3099	2396	339	-957	-2528	-2949	-2663	-2248	-60	399	1643	388	
-382	-467	-1032	-270	723	2396	3728	3247	791	-544	-2755	-3639	-2930	-2164	-166	1079	1413	500	
-335	-53	-1091	-595	316	1816	3204	2431	66	-559	-2472	-3258	-2537	-1997	173	616	1331	556	
-238	-279	-1062	-276	74	1025	2226	1111	-227	-223	-1424	-1723	-1415	-1146	141	258	476	202	
-42	-237	-374	-159	-427	-83	863	48	153	-142	-603	-426	-388	-295	39	-166	195	-73	
100	91	-222	-138	-567	-891	-301	-875	-24	201	16	119	309	339	55	-166	46	-115	
125	69	-21	-21	-436	-1558	-1271	-1981	428	233	328	758	766	848	110	-146	-172	-301	
102	83	224	-42	-358	-1399	-1762	-2355	-210	217	400	1503	1490	1216	-47	-354	-239	-348	
150	151	224	-28	-248	-963	-1459	-2455	-210	345	375	1486	1473	865	102	-134	-169	-254	
90	150	165	132	-186	-862	-1127	-1449	-136	144	529	1249	1035	537	102	-41	-145	-250	
117	139	157	-132	-220	-543	-564	-1033	-183	-102	456	534	381	413	-7	-167	-283	-322	
125	133	116	-63	-184	-233	-273	-458	-34	41	384	351	111	173	-60	-337	-220	-300	
