-11	-49	-28	-14	-138	-281	-308	-232	315	8	142	271	246	0	-100	-24	-106	-192	
-28	9	24	-1	-179	-934	-348	-116	46	79	264	295	238	31	-20	-80	-112	-193	
41	91	190	165	-317	-847	-205	-218	-7	0	512	326	428	165	31	-192	-195	-217	
111	200	248	132	-97	-717	-650	-774	-387	-27	1091	487	428	173	86	-298	-257	-243	
-7	66	146	68	-104	-963	-1286	-1004	-346	-27	1483	741	309	262	173	-175	-259	-231	
-35	-14	33	-44	-90	-1007	-1228	-1061	-363	8	972	419	182	235	67	-258	-214	-212	
-77	-119	-132	-187	65	-110	-41	-157	-168	-62	152	47	-147	205	118	-159	-126	-119	
-84	-230	-219	-201	652	540	701	527	64	-237	-491	-497	-420	-353	-73	78	241	170	
-252	-481	-312	-404	1465	1711	1737	2205	137	-338	-1693	-1328	-1387	-1118	-365	550	708	181	
-419	-762	-738	-624	2261	2431	3344	3056	895	-616	-3222	-2681	-2341	-1802	23	715	1282	511	
-657	-807	-988	-207	1571	3363	3781	3177	964	-402	-3350	-3611	-2747	-2220	385	913	1479	590	
-126	-644	-679	-290	776	2906	2610	2431	498	-304	-2741	-3033	-2369	-2011	55	462	1364	225	
-148	-393	-650	-373	123	1464	1440	1111	204	-129	-1155	-1709	-1486	-1146	-67	268	452	147	
-63	-197	-354	-221	-69	221	309	32	4	-176	-290	-398	-414	-365	17	227	202	-101	
67	25	-298	-316	-420	-391	-55	-889	-41	80	200	223	349	458	275	-60	-66	-136	
452	180	-139	-325	-669	-833	-506	-1923	-224	225	456	572	1187	1116	362	-381	-247	-243	
435	383	91	-180	-468	-1515	-1704	-1952	-346	96	426	1334	1490	1350	-140	-278	-297	-210	
343	247	207	-63	-684	-1326	-1733	-2096	-251	249	358	1063	1456	1417	-73	-191	-204	-130	
259	58	134	41	-640	-1079	-766	-1507	-258	144	324	1147	867	442	354	-298	-197	-266	
192	25	6	-132	-365	-572	-328	-774	-143	64	176	390	404	229	212	-291	-236	-179	
