-159	-176	-126	0	124	-7	-179	-688	-226	-149	-24	48	256	213	95	123	
-134	-169	125	133	134	8	-267	-833	-185	-334	-75	0	408	295	325	213	
-100	109	92	241	174	156	-62	-1631	-342	-353	-190	273	533	462	468	197	
2	90	67	208	165	49	-262	-1587	-539	-544	-339	160	396	419	377	163	
-141	-20	-112	141	-84	-28	-305	-1602	-383	-253	-197	8	288	366	206	67	
59	-54	-40	16	-153	-125	82	-238	16	113	-28	-14	-21	-74	-121	-14	
-50	-85	-128	-63	-277	-118	263	327	725	1267	-82	-288	-283	-821	-518	-293	
-240	-309	-321	-614	-767	-492	361	1412	2261	1858	290	-304	-1707	-1525	-1738	-783	
-366	-358	-507	-881	-944	-726	475	1728	3554	2535	387	-459	-2712	-2540	-2523	-1732	
-303	-323	-468	-629	-1165	-297	1041	2537	4043	3247	739	-402	-2996	-3132	-2397	-2318	
-245	-253	-566	-748	-1047	-387	652	1939	3344	2379	481	-445	-2642	-2878	-2818	-1955	
-218	-290	-475	-393	-222	-180	-35	937	1265	868	-14	-196	-1169	-1441	-1598	-1118	
169	-211	-287	-230	-194	-199	-106	-28	383	-55	-48	-216	-276	-235	-514	-187	
262	-78	58	125	-42	-221	-159	-363	48	-616	-142	80	80	247	71	442	
276	-29	119	308	340	-235	-269	-760	-520	-1694	16	64	280	1063	934	764	
54	-10	142	166	109	-256	-461	-1384	-1574	-2225	-319	321	408	1588	1204	881	
-89	-204	8	125	188	-352	-358	-1123	-1444	-1981	-258	273	376	1368	1187	497	
-57	-73	117	141	222	181	-131	-254	-410	-975	-55	24	400	555	716	418	
8	44	50	125	105	8	-145	-261	-198	-443	40	136	360	342	269	331	
