-285	-402	-242	-14	64	415	-82	0	
-279	-499	-360	74	154	464	186	177	
-418	-871	-492	74	311	741	186	298	
-644	-1621	-1005	49	278	933	590	581	
-688	-1680	-1254	74	603	1283	660	614	
-851	-1415	-339	-90	319	968	1042	638	
-174	-174	-56	-90	-137	-41	113	121	
233	439	396	-76	-789	-795	-1076	-231	
1392	2263	1699	8	-1442	-2152	-2685	-346	
1680	2818	1752	82	-1776	-2686	-3044	-363	
1572	2854	969	197	-1341	-2253	-2283	-434	
996	1279	355	32	-557	-1040	-946	-258	
191	257	-49	-39	-28	-198	-21	48	
-146	-243	-270	-110	212	391	267	32	
-156	-364	-318	-392	417	692	451	210	
51	-738	-712	-489	180	898	446	-41	
-133	-620	-345	-475	163	453	186	122	
-209	-547	-433	-49	65	204	16	258	
-294	-425	-380	-90	65	64	56	120	
