-43	-105	-299	-305	-166	-196	-329	-171	-903	-355	-250	-189	-115	182	134	70	210	234	258	278	244	157	52	
-29	-56	-242	-312	-242	-214	-702	-1257	-1521	-156	-416	-263	-275	238	245	432	517	527	497	305	254	8	7	
2	-105	-217	-277	-276	-440	-1108	-1762	-1852	-621	-971	-269	-194	119	229	668	798	987	433	255	-15	-23	-30	
16	-21	-244	-506	-741	-698	-1877	-1733	-2398	-1221	-1854	-148	-136	23	292	1637	1607	1742	318	995	122	262	49	
-8	-42	-422	-767	-975	-1398	-2908	-2426	-3059	-1950	-1797	-169	-222	39	195	1803	2202	2513	1199	1546	368	253	41	
-71	-344	-1029	-885	-1635	-3089	-4518	-3755	-3705	-2365	-1284	-135	-94	103	158	1321	2268	2267	2618	3425	464	183	183	
-232	-231	-792	-1592	-2587	-4401	-5476	-4101	-3360	-1607	-345	64	46	238	-207	889	1524	1463	2813	3668	350	484	376	
-277	-245	-866	-2019	-4345	-5174	-5751	-3206	-1737	-373	185	171	126	-95	-783	-7	172	691	2650	4818	1420	1410	350	
-421	-1073	-940	-2828	-5209	-5859	-5461	-2571	-975	517	1270	1654	-14	39	-1495	-1343	-547	296	2014	5450	3103	1769	1693	
-309	-1058	-1664	-3755	-6234	-7186	-5679	-1878	-293	2034	3140	2762	351	-174	-2946	-2620	-2011	85	840	5093	3273	2449	2694	
-316	-1727	-1709	-4359	-7128	-7784	-5519	-1040	-82	3518	4117	3461	422	-107	-4117	-3925	-3033	-329	824	4688	4143	2846	1957	
-379	-2395	-1931	-3844	-7128	-7609	-4663	-328	186	3898	4632	3972	775	-210	-4899	-5188	-3820	-787	132	4753	5448	3224	2581	
-450	-2128	-1709	-3844	-7113	-7638	-5113	-335	202	3863	4529	3836	382	-322	-4564	-4980	-3268	-870	-60	5239	5864	3016	2052	
-127	-969	-1635	-3593	-6513	-7580	-5708	-1199	-130	3604	3551	3665	215	-336	-3797	-3689	-2094	-198	759	4705	5845	1939	1561	
-197	-412	-1443	-2769	-5736	-7011	-5838	-2036	-975	2016	2093	2540	-88	-428	-3113	-2023	-1279	241	1493	5255	4691	1750	1088	
-120	-308	-629	-1754	-4183	-5626	-5606	-2397	-2455	452	241	1432	-222	15	-1620	-93	-271	1331	1688	4672	3444	1013	692	
-94	-140	-333	-929	-2557	-4387	-5418	-2729	-3734	-61	-715	536	-680	-281	-728	377	454	2037	2243	4413	2025	1051	428	
-57	-201	-600	-974	-1781	-2739	-4112	-3581	-4467	-1278	-1669	-195	-1018	47	-127	1421	1921	2792	2732	3020	1175	253	314	
-48	-162	-376	-458	-1327	-1515	-3357	-3249	-4567	-1922	-2195	-234	-1075	-182	63	1803	2681	2989	2275	1287	701	336	280	
13	-21	-348	-135	-228	-684	-1776	-1892	-2915	-1750	-2280	-447	-934	-220	197	1387	2152	2234	1052	1238	590	113	142	
-98	-28	-77	-195	-249	-392	-1486	-1647	-1880	-1707	-1583	-404	-342	39	300	1072	1739	1906	256	1206	310	-52	-23	
-120	-98	-98	-129	-152	-406	-760	-982	-1176	-1421	-1156	-337	-335	182	316	1171	1607	1430	419	456	0	-42	43	
-89	83	14	-70	-111	-165	-535	-287	-1018	-1035	-744	-222	-173	-47	252	440	649	855	-20	77	69	147	525	
