-21	-17	-138	-302	-296	-348	-279	-163	47	128	414	142	205	149	
74	0	-90	-233	-354	-471	-616	96	104	512	462	283	185	15	
50	8	-97	-186	-199	-564	-1119	-210	80	665	414	310	237	165	
33	24	-118	-372	-383	-1098	-1119	-420	-88	525	910	309	308	-73	
135	8	-249	-407	-978	-1459	-673	-520	-115	614	622	850	314	-226	
141	124	-270	-351	-862	-838	-504	-420	-102	432	223	460	324	-54	
83	-125	-104	82	-14	97	-82	-292	-129	232	-235	-27	-60	-37	
-49	-277	-118	361	425	1387	511	-109	-345	-364	-934	-280	-728	-27	
-555	-388	-221	337	1552	2016	1944	145	-331	-1594	-1920	-1570	-1439	-319	
-718	-1091	-387	723	1904	2593	2726	532	-358	-2288	-2977	-2593	-1858	-418	
-807	-915	-297	1006	2888	3449	3195	1067	-257	-2019	-3597	-1920	-2053	-760	
-555	-1209	-352	617	2291	2907	2517	757	-274	-2231	-3188	-2215	-1983	-66	
-327	-635	-276	156	1464	1335	1233	66	-162	-1396	-1596	-1373	-937	-34	
-161	-291	-170	-28	131	342	-102	24	-68	-546	-567	-261	-80	4	
-84	-236	-183	-172	-601	-144	-774	-237	-14	-122	47	190	316	133	
225	49	-152	-351	-1254	-925	-1852	-183	193	120	656	934	731	7	
162	63	-145	-990	-1979	-1979	-2254	-495	458	580	1588	1052	932	-213	
159	188	-242	-859	-1616	-2094	-1823	-292	264	495	1656	1338	371	118	
175	778	-125	-365	-470	-867	-702	-136	395	818	1063	516	165	82	
0	298	-49	-330	-350	-294	-458	-109	56	733	374	119	15	-5	
