-132	152	104	42	12	-155	-423	-470	16	-69	66	-55	-61	
-134	-113	-22	-18	-56	-153	-333	-551	-251	-38	244	131	61	
-156	-55	-50	-36	-147	-230	-388	-697	-207	-76	252	218	67	
-62	-60	0	-15	-95	-258	-476	-682	-227	294	396	194	226	
-43	-36	126	84	41	-511	-576	-1239	-255	691	846	677	331	
-48	16	295	227	-419	-570	-1121	-1473	-420	621	776	625	387	
-121	8	295	244	-398	-376	-679	-1122	-655	245	407	330	106	
-199	186	95	168	-294	-7	-70	-207	-434	-110	277	-102	-55	
-248	-198	-268	-92	-133	516	886	1112	-310	-398	-679	-1205	-678	
-567	-440	-647	-155	100	1644	2585	1948	-117	-1413	-2816	-2053	-1078	
-567	-346	-533	-203	402	1806	2854	1574	-55	-2110	-3437	-3145	-663	
-482	-297	-522	-148	326	1986	2442	1450	411	-1050	-2383	-1593	-346	
-411	-106	-387	-190	318	1050	903	827	378	-557	-867	-774	-305	
