-77	-230	-841	-492	-186	-179	16	40	-48	
-8	-216	-1268	-287	-145	-35	179	316	141	
-128	-629	-1209	-352	-186	-55	529	712	218	
-317	-1147	-1209	-1005	-248	196	741	851	517	
-49	-762	-1106	-1356	-289	393	473	538	429	
-182	-910	-430	-858	-310	311	220	357	188	
-151	-272	323	-270	-200	40	114	-130	88	
0	341	1619	322	57	-528	-751	-1334	-82	
217	1446	3033	1983	320	-1239	-2325	-2369	-435	
343	1824	2961	2161	378	-1674	-2903	-2742	-258	
67	1392	2567	1485	271	-1515	-2080	-1952	-326	
58	566	1243	827	263	-905	-795	-989	-298	
-266	291	257	231	0	-131	-239	-89	-136	
-235	50	-312	-297	-165	90	432	97	-278	
-136	-133	-566	-873	-303	450	601	318	8	
-49	51	-944	-932	-427	568	546	258	-7	
-203	-327	-473	-639	-461	262	448	178	-55	
-98	-320	-193	-346	-193	65	374	170	64	
41	-268	-282	-235	-172	-124	537	64	1	
