-182	-84	-347	-207	-145	-110	22	46	-47	
-130	-174	-430	-132	-127	-76	244	56	-177	
-119	-299	-694	-348	-152	229	1160	40	307	
-224	-703	-841	-414	-337	491	1999	332	195	
-168	-1043	-1238	-352	-197	343	1160	300	290	
-342	-1176	-1695	-194	-134	65	505	251	32	
-189	-188	-606	74	-207	-83	81	-150	-122	
159	441	282	756	-344	-992	-458	-1306	-359	
8	1518	2621	1592	-7	-1965	-2513	-2340	-305	
125	1590	3247	2250	172	-2298	-2831	-2469	-506	
-91	2022	2907	1450	477	-1341	-1921	-1895	-332	
-133	1050	1422	495	312	-891	-607	-875	-197	
-175	325	74	66	0	-124	40	-41	-48	
