121	30	-141	-273	-317	-317	-214	-192	-128	-81	-51	-229	10	285	90	267	105	-31	-81	-184	
-155	8	-168	-258	-327	-406	-258	-37	-177	-118	112	-37	-30	519	264	337	0	-21	-30	-61	
-178	0	-61	-185	-325	-569	-428	-246	-354	147	294	181	259	919	112	501	181	-23	53	267	
-184	-112	-89	-96	-233	-1150	-1544	-162	-708	52	294	365	441	1311	449	570	449	95	215	77	
-82	-91	-85	-907	-1191	-1432	-2344	-1018	-1571	-295	231	546	1073	1628	1427	1194	752	332	284	17	
-74	-82	-465	-1095	-2557	-3191	-3396	-1849	-1869	-192	381	901	2175	3047	2659	1716	696	555	237	118	
-133	-37	-870	-1629	-4002	-4855	-4746	-2226	-1634	69	173	1069	3725	5475	3834	3078	883	543	302	250	
-135	8	-1279	-3326	-5352	-6111	-5499	-2336	-1383	216	205	415	3837	6464	5383	3563	1945	578	310	249	
-325	-512	-1656	-2886	-6074	-7712	-5797	-657	-251	476	17	294	3277	6333	6783	4103	2747	1214	875	284	
-355	-544	-2158	-3828	-7095	-8544	-5452	355	112	1064	-339	-221	1708	6819	7679	5484	3232	1344	801	439	
-669	-795	-2520	-4535	-8194	-8434	-3569	1973	1325	2972	-65	-1346	190	7062	8220	6379	4089	822	638	386	
-449	-748	-3038	-5053	-8917	-8827	-3945	453	1438	2785	23	-446	277	6016	7474	7275	3288	934	615	500	
-606	-654	-2284	-5211	-8304	-7414	-3836	2348	633	1831	112	-2	344	5643	6746	6528	3120	711	431	215	
-323	-436	-1719	-4048	-7174	-7131	-4087	685	-23	490	161	491	587	5661	6055	5409	2430	423	377	155	
-185	-200	-1247	-2635	-5148	-6409	-4934	-30	-273	212	60	1218	1465	5120	4656	4383	715	456	500	325	
-163	-203	-367	-1865	-3593	-4682	-4259	-751	-833	-91	60	1630	1540	4634	3069	2499	491	189	362	206	
-30	-82	-347	-465	-1740	-2327	-3349	-1159	-1320	199	398	826	923	3029	1390	858	224	167	129	-67	
-23	-259	-229	147	-421	-1118	-2596	-1222	-1288	95	407	957	400	2095	0	328	-45	129	-221	-103	
-95	-259	-89	208	-295	-600	-1042	-523	-1100	-185	-8	288	417	975	231	172	-26	43	-360	293	
-56	-37	-82	-35	-266	-298	-280	-428	-488	-376	-15	139	8	328	-221	129	-43	-103	-101	93	
-30	-65	-50	-64	-102	-45	-8	-420	-170	-162	-118	-55	-376	-74	-375	-375	-169	-186	-126	-199	
