-26	13	33	-62	-659	8	-422	-279	-231	-178	-148	-168	-13	306	250	93	19	23	51	52	-97	
-97	-77	16	-221	-1007	-294	-1033	-251	-330	-222	-148	-167	71	480	368	249	-14	-14	114	78	-153	
-63	-35	148	172	-717	-592	-1406	-649	-616	-376	-155	-147	308	457	493	554	213	214	-5	-348	-274	
67	91	183	238	-847	-939	-1794	-1622	-971	-545	-214	-94	260	723	1046	987	609	318	0	-239	-333	
83	207	258	68	-369	-347	-1708	-949	-399	-236	-61	79	331	645	1012	1249	551	100	-200	-274	-261	
158	242	226	148	-325	-636	-1421	-563	-176	0	-14	198	150	409	329	806	582	-72	-141	-256	-237	
183	195	52	-344	-572	-1459	-1004	-55	-68	248	239	237	221	39	-238	358	-92	-127	-171	-228	-237	
-105	99	-329	-548	-847	-939	-191	387	0	472	338	293	65	-186	-809	-53	-341	-170	-78	-21	-193	
-105	-42	-256	-313	-103	236	781	428	876	682	350	174	-67	-496	-1265	-251	-420	-601	50	183	-52	
-244	-591	-961	-344	286	671	1719	1533	653	576	231	52	-120	-927	-1983	-1254	-1169	-1112	464	881	157	
-437	-520	-1488	-596	286	1405	2413	1982	687	631	71	-74	-14	-1079	-2605	-2175	-2359	-1479	814	1315	507	
-733	-473	-1224	-378	311	1772	2413	1999	1184	835	295	-194	-247	-1079	-2674	-2354	-3056	-1983	910	2411	1145	
-703	-444	-1312	16	1324	2733	3177	1861	1596	488	255	-27	-353	-843	-1983	-2258	-2454	-2567	853	2638	975	
-341	-409	-1239	-76	1060	2872	2917	1274	1081	264	231	-247	-644	-774	-1528	-2271	-1935	-2486	381	2109	1806	
-209	-576	-1415	-399	204	1737	2014	981	721	168	122	-227	-373	-968	-1680	-2106	-2154	-615	343	937	1731	
-202	-506	-1005	-372	-21	1021	955	325	209	-68	24	-267	-281	-677	-1238	-1007	-1538	46	228	166	551	
8	-160	-63	-303	-151	432	154	105	56	15	-37	-163	-226	-365	-354	-471	116	215	90	-82	-193	
258	41	132	-234	-179	89	-530	-61	-257	-236	-159	-146	-94	-73	-126	-40	225	340	0	-282	-284	
333	292	363	-80	-220	-636	-1650	-671	-416	-348	-202	-167	-47	322	313	515	271	255	0	-329	-333	
141	431	224	-227	-391	-896	-2182	-1235	-1057	-362	-262	-187	-20	401	446	521	427	412	-163	-296	-437	
141	182	172	98	-377	-403	-1579	-630	-1099	-334	-295	-74	-7	582	1277	987	505	112	-80	-252	-284	
66	182	187	33	-315	-376	-1334	-1035	-715	-414	-302	-151	-47	393	946	544	357	23	-15	-185	-76	
-216	90	123	-38	-213	-314	-1148	-1135	-388	-303	-254	-181	-48	-47	242	240	-73	-111	-69	-90	-15	
-35	273	16	16	-185	-130	-745	-1050	-4	-95	-228	-101	86	-24	265	247	100	-53	-57	-37	-115	
