-7	16	-88	-81	-117	-165	-192	-326	-357	-249	-202	-217	-163	118	148	160	113	401	-111	-82	-60	-133	174	-20	
-122	-146	-148	-100	-127	-252	-257	-430	-440	-464	-437	-393	-178	288	341	244	288	523	541	97	-23	-310	235	-133	
-122	-330	-168	-143	-200	-332	-837	-911	-538	-486	-385	-363	-30	166	709	1017	489	701	925	302	-15	-58	-23	-178	
-176	-238	-248	-101	-200	-649	-1721	-1777	-1921	-554	-432	-286	-52	297	1615	2356	1638	1643	1266	201	366	45	-13	0	
-164	-195	-209	-295	-616	-954	-3254	-2766	-2755	-386	-311	-296	113	227	2124	2771	3108	1982	2302	567	697	-37	44	174	
-142	-148	-370	-254	-1509	-1843	-3834	-2848	-2359	-517	-1617	-540	332	411	1502	2375	3900	2510	3752	1143	2246	-23	52	94	
-108	-162	-497	-476	-2750	-2578	-4511	-3412	-1907	-654	-1459	-1029	78	-15	463	384	3278	3132	4901	2781	3506	217	235	-23	
-181	-310	-1173	-1345	-3476	-4411	-4911	-3041	-1784	-7	-341	-997	17	-439	-52	279	1901	2661	5278	3101	3770	1273	832	-52	
-231	-263	-1540	-2285	-4410	-5313	-4884	-1900	-991	402	-222	-824	-363	-474	-348	-392	959	1869	4788	4268	5238	2213	888	148	
-311	-357	-1821	-2705	-5345	-5466	-4000	-1021	-178	736	-230	-459	-171	-1526	-1797	-1123	288	296	4505	4889	6272	2815	1640	87	
-402	-858	-2202	-3252	-5973	-5716	-3627	-415	46	1319	718	78	-311	-2739	-2364	-1690	-370	-178	3620	4701	7194	3718	2486	261	
-196	-585	-2103	-4051	-5973	-5965	-3295	-224	194	2307	2857	402	-415	-3574	-3293	-2100	-1425	-584	2302	4663	8022	4677	1301	461	
-246	-545	-2610	-4416	-6238	-5507	-2688	46	677	2291	3065	297	-957	-4078	-3246	-2305	-1378	-1299	2076	3854	9095	5015	2053	714	
-264	-485	-2216	-3883	-6475	-5480	-2701	0	178	1935	1572	411	-1210	-3669	-2695	-2525	-1204	-361	2076	4174	8869	4846	2373	1222	
-303	-451	-2033	-3715	-6712	-5160	-2853	-106	-46	1449	280	210	-815	-2377	-1828	-2021	-118	-1015	2641	4287	7627	4395	1621	531	
-297	-350	-1638	-2691	-5805	-4799	-3433	-650	-909	688	333	61	-333	-1715	-946	-1265	-111	8	3601	4832	5783	3285	1226	330	
-210	-74	-1145	-2046	-4522	-4355	-4262	-1832	-1251	580	306	-319	-134	-1557	-363	-761	297	607	4449	4832	5031	2570	1245	-15	
-122	-169	-426	-616	-3239	-3522	-4331	-2354	-1593	38	-208	-553	-97	-348	349	-148	1977	2849	5127	4042	3130	1574	331	67	
-21	-186	-271	15	-2164	-3120	-4331	-2807	-2181	-229	-298	-285	332	-304	539	227	2656	3867	5522	4136	1738	278	165	71	
152	-98	-108	-54	-1034	-1648	-3323	-2821	-3521	-976	-467	-296	148	87	1426	1281	3372	3019	3658	3515	331	139	69	0	
40	-64	-61	63	-616	-1135	-2853	-2752	-3398	-1044	105	66	472	183	2275	2016	3070	2529	3300	1369	34	34	-14	116	
40	-135	-74	-53	-320	-566	-1210	-2010	-1771	-1439	-549	-15	181	-126	1219	1262	2731	1191	1963	558	200	-23	110	143	
-176	-303	-74	-54	-173	-219	-588	-1461	-1333	-1180	-844	-171	-40	8	954	772	2674	523	855	95	200	-251	0	55	
-102	-146	111	87	-286	-239	-409	-622	-1224	-366	-327	-15	-51	-89	349	148	601	270	209	-170	-82	-318	104	17	
-136	-16	47	7	-326	-40	-243	-526	-622	-311	-230	-148	-60	-11	253	104	34	-74	-141	-229	-163	-105	-45	-120	
