40	-204	173	446	216	219	148	-1	-21	-29	87	
202	183	441	595	377	288	-104	-12	4	-82	-30	
234	293	773	718	411	481	-30	94	-13	-97	46	
218	442	1092	788	464	1542	402	288	118	61	27	
431	547	1368	1364	464	1938	204	747	139	165	86	
380	616	1384	1553	1618	3109	1639	1143	305	270	161	
343	488	722	587	2506	3997	2828	2332	472	270	-8	
312	271	429	525	2298	4979	4301	3691	1620	412	203	
54	54	201	210	1013	4696	5509	4672	1960	1053	288	
-191	-113	-20	-496	236	3695	6340	6503	3186	525	489	
-267	-293	-203	-570	-200	3752	5925	7144	3657	1242	515	
-231	-374	7	-625	-682	4054	6132	7635	4544	2335	682	
-337	-181	-196	-439	-477	4337	6397	7956	4921	1996	908	
-216	-166	-168	-297	-148	4167	6151	7465	4846	1034	331	
-199	-99	216	-86	-52	5829	6132	7276	3582	978	87	
-196	-76	216	157	350	5338	6189	6182	2563	1336	87	
-218	-83	123	148	1882	6056	5962	4540	1149	1147	-170	
-292	-160	363	834	2487	5414	4056	2426	480	629	26	
-209	1	402	1099	2884	4243	2677	1294	790	541	153	
-251	62	510	1364	2279	3166	997	124	26	183	-126	
-119	-33	371	1345	2185	2259	245	78	-17	-74	-252	
-160	133	688	1723	2166	455	8	-48	-97	-140	-193	
-165	39	475	727	918	262	-44	-178	-151	-138	-141	
