-237	-134	-170	-281	-247	-285	-478	-106	-335	-65	114	182	242	280	-23	-43	-45	-340	
-144	-146	-148	-381	-333	-802	-1086	-664	-442	-13	394	257	323	288	253	144	-79	-153	
-108	-155	-235	-388	-909	-691	-1500	-815	-302	61	429	668	1013	463	384	148	-30	-68	
-149	-169	-229	-294	-1076	-663	-1873	-1007	-728	348	446	975	1353	506	596	314	157	39	
-70	-190	-215	-681	-1579	-1898	-2826	-1777	-1771	348	534	2204	1712	1167	709	349	224	174	
32	-303	-793	-855	-2527	-3300	-4234	-2642	-1169	309	192	2241	3601	2979	1596	866	401	183	
-111	-202	-1258	-1373	-3546	-4605	-5118	-2821	-773	433	-111	2563	5999	4716	3464	1526	412	253	
-115	-498	-1483	-1808	-5150	-5785	-4621	-2051	-361	34	-148	2185	6661	5547	4861	2035	695	235	
-176	-801	-2258	-2299	-6587	-6812	-4000	-1158	-99	214	-986	455	7189	5981	6068	2771	1619	78	
-311	-419	-2794	-2958	-7647	-6632	-3958	-79	743	967	-115	175	7303	6415	6672	2846	2033	165	
-630	-588	-2681	-3420	-7940	-6868	-3972	-20	1802	1546	322	-215	7492	6736	7012	3054	2599	235	
-786	-843	-2568	-3070	-7382	-7201	-3903	31	536	606	73	-74	6982	6567	5559	2337	1581	331	
-672	-801	-2159	-2804	-6545	-6784	-4649	-237	-20	271	483	975	7359	5774	4898	1903	1185	401	
-318	-390	-1385	-2131	-4857	-6035	-5022	-1131	-119	123	613	1145	7624	4207	3936	847	693	331	
-149	-222	-1272	-1654	-3601	-4813	-4013	-1488	-466	77	543	1278	6302	3357	2596	166	410	235	
-160	-202	-891	-1093	-2471	-2426	-2701	-1859	-1183	-190	460	786	3771	1733	1219	297	309	43	
-75	24	-409	-827	-1648	-1898	-1693	-2161	-1224	-85	314	295	2354	714	8	229	234	43	
-61	-54	-248	-261	-588	-550	-1376	-1309	-1456	-432	158	253	630	183	-237	122	128	78	
-14	72	-168	85	-267	-338	-450	-925	-595	-556	73	227	367	-119	-230	-207	78	161	
-162	288	-148	-234	-87	-153	-146	-402	-357	-125	8	87	-326	-274	-206	-126	-82	-60	
