25	33	109	452	-167	-250	-213	-310	-216	-116	-238	-285	-129	
25	-19	16	170	-112	-319	-194	-454	-302	-253	-347	-332	-217	
-29	-148	9	11	-49	-388	-507	-550	-789	-267	-415	-238	-256	
33	-91	-53	-84	-167	-340	-551	-495	-1181	-499	-975	-143	-311	
8	-28	-43	-95	-105	-485	-1019	-363	-1428	-1228	-1780	-578	-872	
-16	16	-92	-147	-244	-650	-1503	-1209	-2124	-1314	-3073	-1293	-1085	
0	-16	-85	-154	-555	-959	-1356	-1952	-2530	-2383	-3202	-1164	-446	
-64	-64	-78	-405	-600	-812	-2103	-3191	-3648	-2917	-2987	-907	-630	
-184	-94	-134	-1088	-1250	-1754	-3334	-4154	-4678	-2383	-2268	-427	-115	
-96	8	-274	-939	-1324	-2769	-4330	-4722	-3967	-1906	-1205	24	-176	
-78	8	-540	-1266	-2005	-4315	-6044	-5130	-3357	-1199	-487	420	76	
-163	-99	-973	-1623	-2640	-5257	-6703	-4037	-2835	-389	-109	428	178	
-107	-127	-898	-1816	-3276	-6066	-7098	-3337	-1283	-164	24	231	104	
-71	-296	-1092	-2054	-4031	-5948	-7450	-3031	-1399	-301	-55	371	217	
-135	-303	-854	-2069	-3838	-6684	-7567	-2535	-1094	154	-14	234	329	
-219	-254	-525	-1831	-4001	-7097	-7684	-3104	-1123	-210	-164	85	144	
-170	-459	-854	-1890	-2862	-6861	-7084	-3235	-1370	-442	-266	-85	-48	
-360	-556	-988	-1519	-2034	-6346	-6688	-3600	-2168	81	-774	-109	-196	
-322	-366	-480	-321	-1871	-4491	-5678	-4081	-3096	-188	-1406	-68	-392	
-256	-261	-316	-356	-1354	-3373	-4755	-4066	-3444	-1632	-1607	56	-516	
-156	-201	-316	-254	-174	-2239	-3759	-3570	-3967	-2224	-2599	-349	-829	
-135	-164	-204	-168	-306	-1062	-2894	-3293	-3502	-2556	-3346	-220	-587	
-128	-113	-43	-14	-244	-243	-932	-2112	-2530	-1863	-2254	-335	-744	
-191	-113	176	0	-181	-189	-283	-1034	-1703	-1444	-2067	-461	-872	
-113	-24	134	67	-69	-49	-49	-165	-644	-852	-1507	-649	-530	
-57	40	29	16	-112	-61	49	-150	-387	-526	-1191	-339	-445	
