67	-141	-444	-345	-227	-138	-82	-55	-19	-54	-108	-134	
117	-279	-582	-373	-259	-124	342	40	8	-75	-118	-53	
-50	-313	-812	-697	-310	-137	643	202	10	-102	-128	-54	
-42	-383	-900	-888	-344	-35	652	225	-68	-115	-263	87	
-203	-481	-988	-1166	-538	401	793	677	202	-27	-397	183	
-368	-585	-974	-1605	-684	674	1370	937	226	-115	-172	-103	
-454	-792	-1165	-1268	-1048	245	1213	573	129	-142	-88	-14	
-91	-272	-21	-214	-516	-69	440	32	-48	-142	-21	-35	
100	400	886	489	-538	-862	-939	-817	-265	-203	272	159	
83	1104	2228	1912	-275	-1486	-1892	-2469	-373	120	648	295	
125	1248	2585	2464	24	-2037	-2397	-2628	-478	48	381	366	
150	1086	2478	1645	172	-1515	-2455	-2196	-400	345	305	151	
-126	383	975	1058	82	-543	-1083	-903	-326	257	154	143	
