-6	-15	-67	-274	-331	-321	-292	-244	-67	-229	-23	-185	-163	-203	-94	43	208	309	198	239	441	-155	-55	198	-111	
-35	8	-14	-126	-312	-318	-334	-325	-177	-347	-207	-295	-413	-288	-133	-23	424	360	285	336	484	-81	34	198	-25	
-89	8	-109	-126	-335	-436	-399	-384	-118	-583	-281	-295	-303	-192	-52	329	494	424	383	337	319	103	86	-118	-155	
-248	-296	-303	-192	-466	-646	-1330	-1062	-512	-1310	-923	-376	-310	-251	190	477	1588	2171	489	476	354	250	-118	-98	-99	
-244	-244	-235	-156	-1021	-1244	-1770	-2476	-1376	-2237	-1457	-296	-376	-273	468	689	1887	2601	1405	1465	545	643	207	41	-81	
-215	-204	-237	-512	-1414	-1716	-3059	-3530	-968	-2536	-1001	-939	-396	-288	462	633	3103	3069	2134	2511	1367	1240	328	138	-3	
-170	-231	-266	-1047	-1855	-3037	-4411	-4756	-2555	-2583	-1032	-798	-354	-280	1037	577	3084	3331	3349	3389	2767	1651	587	198	93	
-392	-281	-940	-1614	-2861	-4263	-3924	-5274	-2555	-1467	-539	-258	-59	-885	516	372	2018	1760	3330	4472	3850	2341	1492	939	359	
-422	-1015	-1192	-2306	-4875	-5789	-4600	-4331	-795	-1043	-354	-325	347	10	201	-59	1213	769	2938	4883	4914	3256	1790	361	172	
-118	-1047	-1444	-3329	-5079	-6528	-4914	-3435	304	-259	-82	-59	416	-963	-300	-435	-8	147	2471	4024	5736	4656	2947	1125	189	
-748	-921	-1790	-4367	-5929	-7235	-3232	-1863	417	-67	617	130	416	-1622	0	-1571	-809	-236	1611	3258	5885	5533	4010	2132	328	
-311	-685	-2514	-4697	-7281	-7188	-2069	-1298	1669	171	2520	2026	1122	-1434	-845	-2763	-2126	-1155	1424	2063	5979	6410	4794	2672	535	
-119	-811	-2718	-4398	-7313	-7078	-1440	-1282	1706	791	3871	2607	1497	-1277	-2712	-3579	-2707	-1939	303	1110	5475	6858	5129	3045	804	
-67	-826	-2530	-4697	-7077	-7188	-1063	-339	1969	697	4284	3133	1160	-1434	-2806	-4426	-2267	-1735	-405	793	5419	6820	5820	3195	518	
-310	-1141	-3096	-4493	-7250	-6764	-1377	-480	2101	791	3590	3170	1928	-1262	-3842	-4049	-1436	-1202	-398	519	5493	6708	5633	3083	412	
8	-952	-2577	-3517	-6039	-6355	-1597	-999	278	513	1958	1314	1441	-885	-2649	-2794	-449	-920	-126	1278	5363	5943	4943	2635	878	
34	-1220	-1050	-3266	-5173	-6198	-2320	-1518	-259	-148	1076	304	991	-916	-1488	-1492	26	-544	190	2567	5904	5197	4365	2374	414	
-229	-716	-333	-2621	-4041	-5490	-3311	-2429	-421	-1027	339	-89	147	-681	-369	-354	624	-302	1592	3893	5064	4096	3189	1554	431	
-119	-354	-141	-1818	-2877	-4766	-3326	-3372	-1094	-1891	-200	-296	-384	-587	-81	-89	1176	-140	2788	4883	4765	3741	2760	1218	224	
-111	-259	-119	-1330	-1776	-3949	-4270	-3923	-2366	-2646	-985	-578	-286	-244	242	216	2055	881	4171	4678	4317	2416	1902	215	224	
43	-97	-67	-654	-848	-2518	-3782	-4316	-2209	-3117	-2289	-1065	-288	-126	681	614	2317	1779	4040	3240	3253	1520	951	103	138	
218	7	-136	-296	-281	-1260	-2808	-3027	-2225	-2881	-2713	-1662	-1071	-266	451	783	2111	1966	3218	2287	1946	466	86	-103	-1	
-29	-133	-185	-217	-8	-1165	-1487	-1989	-2162	-2158	-2006	-1458	-516	-37	607	546	1775	2040	2433	1652	1218	311	60	-43	-37	
-111	-198	-244	-129	-154	-442	-517	-1125	-811	-996	-875	-563	-410	-207	336	416	1139	1573	1181	277	519	-280	-96	-89	-62	
-215	-217	-200	-89	-37	-192	-288	-473	-539	-446	-52	-229	-354	-128	216	234	671	615	268	-162	-8	-142	-125	-80	-30	
