-285	-620	-477	-227	-124	489	146	201	56	-74	-114	
-327	-1268	-580	-193	368	521	225	636	96	-243	-127	
-940	-1503	-1224	-358	433	1003	885	774	8	-132	-74	
-1176	-1592	-1019	-447	245	514	347	573	-149	-216	-61	
-955	-1180	-917	-310	32	383	162	171	-162	-114	15	
-119	-70	-118	-255	-14	114	-177	113	-108	56	103	
834	617	413	-21	-281	-1098	-1248	-468	0	424	103	
2022	3051	1147	32	-1254	-2340	-2484	-535	265	1040	223	
1788	3212	1556	98	-1950	-2787	-2742	-806	144	1006	555	
1482	2621	1894	452	-1312	-1574	-1952	-359	329	580	263	
383	1369	880	386	-804	-448	-645	-373	0	208	167	
75	199	99	82	-180	-178	-340	-210	-149	-101	151	
