-57	4	253	-43	-65	-112	-347	-352	-83	51	78	-55	-131	
-234	-71	26	-169	33	-215	-575	-373	-117	-69	24	137	-136	
-134	-41	-118	13	326	-555	-900	-770	-248	-179	399	397	210	
-142	-50	-78	16	46	-348	-812	-932	-234	171	510	275	113	
-156	-92	194	123	-88	-437	-915	-1268	-207	335	1195	357	307	
-70	42	86	92	-84	-541	-1047	-1019	-172	270	1160	486	379	
-71	-8	16	-64	-140	-674	-738	-565	-255	376	521	292	192	
-22	-149	-338	-57	-105	-70	-139	-159	-110	114	130	-252	185	
-36	-226	-500	-50	167	241	1100	272	-124	-281	-737	-1334	-366	
-319	-304	-519	-239	117	978	3140	1841	279	-1500	-2008	-2757	-326	
-440	-255	-352	-173	134	1374	2997	2090	419	-2197	-2253	-2944	-285	
-222	-224	-225	-147	-63	1428	2603	1307	246	-1370	-1488	-2570	-407	
-185	-191	-162	-127	-42	583	957	495	65	-688	-355	-1291	-28	
