-176	-157	33	99	-56	-385	-122	-137	-143	-129	-41	360	446	341	52	-20	-40	-172	-218	
-29	-108	-14	199	-221	-315	-240	-328	-354	-41	41	224	288	182	55	-100	-185	-144	-145	
134	-34	79	80	-138	-301	-398	-232	-702	113	24	528	462	244	213	-27	-110	-180	-256	
47	28	66	17	-76	-351	-485	-192	-918	-258	-61	560	893	407	150	-27	-152	-210	-185	
294	33	100	89	8	-344	-789	-444	-1148	-454	80	1159	1131	341	316	-239	-616	-414	-277	
29	-21	125	-26	-95	-255	-1036	-1083	-1033	-393	-14	818	1147	581	340	55	-1113	-303	-301	
84	-63	1	-14	-104	-248	-1138	-526	-504	-251	-75	432	1249	285	174	86	-851	-264	-217	
117	75	-42	-104	-276	-7	-274	163	32	-244	-126	128	263	63	-14	125	-199	117	-138	
-83	-14	-35	-167	-311	205	286	1003	1180	-136	-311	-444	-596	-210	-546	-45	101	483	2	
-358	-238	-378	-284	-346	510	1078	1964	2448	298	-291	-2047	-1920	-1401	-1021	141	313	658	163	
-570	-503	-659	-520	45	1642	1869	3064	3177	379	-616	-2698	-3089	-2201	-1355	-67	847	937	124	
-253	-522	-511	-944	-595	1147	3064	3693	3229	670	-587	-3137	-3597	-2467	-1983	-54	1310	987	407	
-246	-820	-378	-1209	-653	546	2572	2436	2135	877	-345	-2812	-3258	-2467	-1844	-73	897	604	231	
-141	-326	-126	-1032	-477	131	1236	1510	781	584	-122	-1098	-1892	-1570	-993	-292	423	309	7	
-36	-217	-341	-354	-272	-248	81	456	-75	64	-203	-330	-567	-374	-94	-7	-34	202	-210	
67	92	-63	-264	-309	-421	-425	146	-1018	-48	-15	64	63	539	482	141	-113	-169	-173	
16	159	141	0	-276	-420	-1152	-294	-1981	-244	128	368	588	1338	848	118	-119	-178	-175	
92	114	33	-16	-194	-344	-1457	-1517	-2311	-400	321	512	1249	1574	865	-206	-276	-223	-217	
73	26	39	98	-138	-159	-1225	-1574	-1938	-224	191	324	1114	1439	948	-186	-232	-218	-231	
25	100	169	125	-56	-186	-891	-578	-1349	-400	345	409	1012	800	411	-40	-177	-214	-230	
-78	20	8	290	-76	-145	-847	-239	-918	-278	344	536	724	261	-34	-75	-192	-168	-139	
-7	-62	-35	41	-104	-159	-452	-348	-55	-7	292	304	295	246	-54	-138	-192	-126	38	
