17	-268	-29	103	284	34	-199	-159	-212	-540	-440	-496	-291	-158	-76	90	260	-191	234	185	152	127	207	205	133	94	1	-119	-177	
-205	-131	43	83	130	-8	-93	-318	-78	-495	-583	-570	-554	-173	-55	-131	-22	62	306	466	312	165	230	221	157	94	-18	-83	-57	
8	-94	478	136	0	-100	-192	-495	-777	-1003	-1147	-1014	-915	-507	-235	-233	154	234	463	704	290	351	500	276	181	96	31	-46	-27	
-1	-94	155	-15	-10	-99	-295	-673	-1152	-1451	-1177	-1768	-1503	-756	-454	-128	432	259	463	1201	1347	1232	563	466	338	78	-19	-105	10	
52	0	23	63	-57	-207	-213	-1155	-1587	-1540	-1653	-1975	-1489	-1239	-358	-254	216	191	550	1699	2523	2028	1574	1333	700	-53	-12	-107	-106	
-56	22	69	-22	-72	-411	-504	-1457	-3057	-2242	-1712	-2226	-1533	-2191	-303	-185	129	373	1274	2162	2642	2808	2618	1852	1587	15	-12	-112	-55	
-291	78	156	-144	-197	-271	-1367	-2135	-4227	-2988	-1935	-2256	-1150	-1723	-385	-209	114	316	1844	1665	2540	3299	3173	3508	1853	180	-60	-57	-56	
-142	-87	-171	-506	-300	-420	-1700	-2903	-4017	-3048	-2039	-2138	-385	-1386	-420	-251	-123	210	872	927	2523	3214	3005	3892	2235	715	-33	2	61	
-117	-145	-245	-783	-825	-1658	-2366	-3235	-3357	-2630	-865	-1369	-347	-1137	-227	-252	-81	-62	508	88	1909	2113	2449	3441	3033	1607	626	178	249	
-173	-194	-267	-1059	-2154	-2920	-3940	-3219	-2607	-2331	-245	-407	-340	-346	263	-383	-193	-143	-34	-388	887	741	1507	3089	3897	3226	2021	341	405	
-298	-188	-375	-2056	-3513	-4760	-4515	-2798	-1197	-1137	-7	-174	398	-90	510	-615	-164	-1205	-190	-1000	376	7	716	2805	4895	4927	3399	310	366	
-298	-297	-173	-2686	-4613	-6296	-4637	-2376	-535	-197	427	241	1530	258	1554	87	-417	-2340	-935	-1839	8	-322	0	1634	5044	6017	4137	922	445	
-414	-919	-551	-3131	-5836	-7087	-5000	-1547	278	143	1136	1626	3068	1539	2597	-172	-592	-3389	-2751	-2337	-162	-1215	-301	331	4662	6215	5778	2781	655	
-479	-966	-782	-3545	-7241	-7710	-4364	-884	448	871	1969	2958	5126	2748	3216	-110	-1156	-4223	-4868	-3618	-1112	-1483	-321	-160	4213	6843	6041	3253	634	
-75	-966	-1198	-4067	-7883	-8090	-3622	-688	473	579	2096	3228	6719	4029	3640	-21	-2051	-4883	-5511	-4315	-1764	-1666	-394	-60	2917	7223	6139	3205	1740	
-309	-1012	-1506	-4788	-8204	-8516	-2820	-944	128	387	1607	4074	7255	4011	3711	204	-2036	-5214	-6355	-4827	-1806	-1765	-514	-94	2883	7487	6747	3188	1805	
-371	-1229	-2354	-3944	-7348	-8273	-3077	-1261	-103	361	1915	3948	6683	4616	3286	401	-2094	-5645	-6684	-3860	-1863	-1399	-388	-127	2983	7239	6665	4444	785	
-204	-1415	-2108	-3591	-7256	-8045	-3199	-1622	-309	143	2929	3246	6057	3637	3003	180	-1704	-4352	-5711	-3405	-1396	-1596	-294	134	3332	6678	6008	3514	851	
-262	-811	-689	-2762	-6218	-7436	-3214	-2662	346	-197	1860	2004	4661	2392	1872	-48	-1329	-2944	-3838	-2138	-631	-195	-114	284	3249	6645	5450	2112	736	
-167	-548	-335	-2256	-5469	-6950	-3229	-3340	160	-407	1281	366	2639	1129	1536	-76	-458	-2153	-1536	-1199	-283	-67	222	965	3814	5918	4531	1052	1005	
-188	-377	-310	-1611	-4201	-5916	-3880	-3581	-218	-1242	159	33	635	107	846	139	-89	-1219	153	-183	80	143	1439	2604	4230	4811	2857	612	541	
-95	-253	-159	-1197	-3177	-4958	-5091	-4048	-897	-2331	-238	-202	24	-552	793	-124	122	-395	1171	361	368	588	2062	3524	4263	4200	1495	396	332	
-164	-210	339	-1274	-1436	-3270	-4470	-4334	-2922	-3182	-568	-1236	-277	-420	652	143	171	-21	1740	1545	1023	1639	3342	3792	2684	2945	790	298	85	
-66	43	77	-352	-748	-1825	-4061	-4169	-4167	-4018	-1727	-2182	-423	-1503	328	170	187	340	3535	2471	1978	2604	3611	3575	2717	1624	187	-79	-151	
-30	-51	-59	-173	-115	-411	-2578	-3687	-3792	-3749	-2574	-2670	-312	-1649	-234	24	570	1146	3311	2556	2591	3095	4116	3073	2318	1326	54	-145	-197	
-8	-181	-87	-108	120	-157	-1458	-2933	-2322	-3600	-1935	-2611	-492	-2030	-392	98	510	1007	1792	2436	2932	2452	3005	2169	1354	384	218	-112	-381	
26	-217	26	69	129	-164	-511	-1909	-1812	-2152	-1445	-2507	-517	-1327	-344	-103	366	989	1585	2042	1654	1402	1557	1417	243	47	-40	-237	-281	
-68	-224	52	86	137	77	-213	-1396	-1047	-1839	-924	-2197	-409	-1210	-372	-185	285	555	1085	1167	870	859	317	329	-14	-218	-191	-251	-227	
-37	-158	-65	89	-12	-22	-107	-198	-567	-1257	-449	-1280	-400	-490	-234	73	282	381	589	418	699	826	71	102	133	-57	156	-239	-182	
-131	-304	-101	-29	-19	-43	-29	-135	-372	-505	-490	-703	-361	-428	-207	-21	54	81	169	128	424	295	-134	-47	-111	-65	156	-348	-301	
