8	112	36	-21	-63	-90	-165	-276	-123	0	-7	208	380	204	-14	
-22	-25	-21	26	-14	-164	-370	-567	-272	-79	-68	264	478	238	71	
-134	4	175	24	-35	-179	-78	-578	-388	24	32	440	1232	388	47	
-8	0	108	58	-173	-179	-427	-881	-1033	-339	-27	1006	1114	452	300	
16	-133	33	16	-159	-255	-1457	-1661	-1018	-319	-243	1262	826	436	407	
-2	-9	141	44	33	-159	-1152	-1069	-1004	-183	-210	1210	368	198	232	
218	-42	-40	-14	-180	41	-69	-28	-788	-163	-41	400	119	119	205	
39	-161	-244	-257	-146	287	614	1370	194	-7	-216	-249	-511	-434	-346	
-206	-433	-320	-458	-433	670	2132	2139	1858	307	-304	-1806	-2286	-1275	-881	
-337	-552	-585	-1018	-595	1147	2572	3082	2413	379	-304	-2755	-3287	-2088	-1453	
-495	-510	-437	-1371	-242	1359	3292	3955	2882	460	-149	-3066	-3639	-2691	-1802	
-450	-431	-393	-944	-263	864	2203	3257	2188	135	-156	-2967	-3075	-2397	-1913	
-218	-370	-285	-298	-152	192	972	1125	1146	-175	16	-1580	-1737	-1668	-1216	
-176	-105	-160	-250	-228	-138	40	-89	113	64	88	-269	-208	-714	-211	
8	259	141	-91	-290	-283	-295	-301	-347	-231	176	240	358	293	395	
25	258	191	174	-276	-407	-920	-506	-1392	-387	201	384	961	1254	1132	
-78	166	191	72	-228	-440	-1428	-1430	-1722	-353	418	904	1266	1490	1333	
-113	52	115	152	-56	-454	-1065	-1329	-1809	-251	321	682	927	1423	1049	
-197	1	66	139	-35	-303	-325	-430	-1650	-231	88	1091	555	951	1484	
-86	83	116	64	-14	-234	-340	-185	-788	-277	-48	938	510	333	681	
