-230	-402	-256	-21	114	81	-48	-67	-34	-75	-161	
-251	-812	-318	-76	-42	89	8	19	10	-41	-74	
-452	-812	-187	-227	40	407	137	79	16	-41	-74	
-397	-503	-304	-234	450	1195	225	64	16	-115	-101	
-807	-1150	-1122	-344	433	1352	833	298	8	-93	-118	
-777	-1062	-1415	-502	409	584	434	331	16	-55	-128	
-1073	-900	-946	-713	163	513	194	48	32	-14	-67	
-333	-111	-270	-447	40	309	-143	-217	80	280	31	
283	886	400	-207	-485	-403	-1176	-387	176	257	191	
1320	2693	1788	106	-1544	-1993	-2584	-592	353	384	223	
1158	2890	1965	271	-1906	-2123	-2742	-663	281	818	318	
1338	2245	1183	271	-1326	-1040	-2153	-692	160	328	135	
316	921	404	279	-441	-347	-1377	-332	24	200	-14	
