-91	29	-102	140	139	31	-201	-8	-29	-86	-163	-284	-585	-203	-282	-582	-270	281	152	391	148	250	228	256	215	182	90	-7	-159	-51	
-199	186	139	152	113	-38	-244	-29	-107	-263	-248	-204	-764	-321	-223	-606	-166	63	184	513	256	247	233	264	263	87	31	-74	-271	-66	
50	202	149	147	104	-51	-287	-136	-178	-411	-311	-1122	-689	-182	-614	-709	-214	172	313	388	40	250	301	304	263	154	-74	-47	-291	-182	
47	41	66	61	69	-87	-316	-217	-207	-411	-417	-1242	-1137	-496	-851	-797	-249	477	468	689	446	722	418	536	334	171	67	-7	-73	-33	
-147	35	-8	-37	-37	-18	-87	-208	-299	-553	-1246	-1632	-1212	-1177	-910	-517	-107	247	393	916	937	1412	1116	631	478	325	181	15	-13	-100	
-441	8	-1	26	96	-134	-208	-393	-356	-1215	-1562	-1992	-1928	-1593	-1132	-606	-311	228	302	1230	1649	2879	2145	1381	673	238	197	3	-126	-158	
-556	-205	-30	-88	-138	-403	-137	-977	-1627	-2018	-1577	-2202	-2361	-1653	-955	-409	-331	440	253	798	1719	2362	2385	2489	1757	732	681	240	-27	-112	
-556	-403	-44	210	-174	-403	-476	-2016	-2889	-2987	-2948	-2262	-2078	-1667	-762	-513	-214	220	163	758	1215	1378	2299	3478	2299	1625	1484	306	70	23	
-257	-212	-110	-25	-232	-281	-2056	-3009	-4045	-3380	-2632	-2262	-2033	-939	-511	-395	-888	493	40	399	511	1343	1647	3818	3265	3241	2788	1022	258	31	
-477	-259	-248	-346	-687	-844	-2563	-3804	-4517	-2896	-2150	-1437	-988	-568	-258	-277	-1063	17	-137	211	-123	567	292	3955	3790	3813	3759	2152	996	132	
-777	-96	-394	-421	-1260	-2092	-3729	-4858	-4136	-2563	-1306	-218	-376	-21	-160	0	-276	-71	-288	-123	-645	0	201	2370	3045	4385	4361	3731	1624	491	
-777	-315	-357	-1444	-2143	-3603	-5172	-4507	-3908	-652	-733	219	420	1245	216	282	-67	-299	-1138	-287	-989	-163	-270	784	1994	4722	4813	4712	2648	624	
-257	-300	-427	-1242	-2453	-4513	-6092	-4232	-3163	-93	-128	329	1544	2585	1716	1601	331	82	-2443	-1401	-2383	-265	-1014	96	944	4082	5733	5826	3589	1020	
-179	-198	-614	-1849	-3026	-5823	-7075	-4491	-2251	-439	16	946	2109	4087	2868	2263	-290	-330	-3952	-2556	-3791	-864	-1270	-249	398	3072	5850	6690	5026	1594	
-184	-212	-630	-2020	-3769	-7951	-7458	-4690	-1825	573	101	2210	2910	6513	4056	3051	16	-1748	-5026	-4347	-5358	-1464	-1028	-603	-14	2668	6017	6989	5356	1725	
-250	-147	-1396	-1631	-4481	-7766	-7903	-3911	-1886	1240	144	1954	3220	7473	4902	3462	-145	-2185	-5476	-5531	-6134	-2465	-1171	-390	-88	1827	5900	7371	5241	1807	
-426	-520	-1302	-1289	-4698	-7442	-7735	-3666	-1734	257	25	2540	3347	7962	5046	3569	-63	-2579	-5345	-6051	-6119	-2265	-1156	-316	-114	2012	5398	7222	5505	1856	
-477	-205	-1443	-1724	-4342	-6949	-7750	-4125	-1764	-111	314	3107	2874	7944	4362	3301	-42	-2098	-4475	-5863	-5588	-1707	-1199	-249	-47	2399	5582	6673	4712	2070	
-269	-237	-302	-1522	-3660	-6270	-7995	-5362	-2083	-454	-22	2338	1781	6441	3480	1816	-49	-1252	-3546	-4448	-4251	-617	-772	-256	-7	3173	5800	5925	3573	1988	
-195	-169	-263	-993	-2917	-6116	-7397	-5897	-2692	400	-36	1422	403	4920	2148	1530	-201	-220	-2095	-2484	-2714	-190	-291	-27	182	4099	5281	4762	3374	1479	
-155	17	-190	-486	-1972	-4081	-6614	-5347	-3467	-220	-116	887	-85	2856	316	1548	-290	148	-731	-1069	-1018	137	56	176	1825	3965	4729	3548	2747	1381	
-74	97	-161	-385	-1430	-2786	-5218	-5759	-4380	-1518	-1351	405	-281	919	-600	1315	-325	213	-137	-205	-170	429	466	989	3146	4251	4311	3116	1706	609	
-89	354	-226	-386	-749	-1352	-3545	-5011	-4547	-2714	-1818	-204	-1167	-119	-718	635	-249	328	106	1125	340	1188	1493	2506	3671	3880	3240	1604	548	85	
-23	77	-125	-182	-318	-454	-2486	-4109	-4699	-4137	-2707	-1002	-1839	-776	-1206	290	17	361	221	1684	1163	1844	2162	3682	3570	2702	2220	939	156	-45	
-103	212	70	35	-145	-130	-690	-2566	-3954	-4304	-3566	-1992	-2719	-1341	-2034	0	-332	218	425	2139	2135	2586	2968	3904	2706	1742	395	188	-126	-198	
-191	283	158	-37	96	269	-194	-1864	-2798	-3819	-3204	-2697	-2973	-1757	-2315	-146	-91	419	1236	2086	2344	3173	2917	3205	1876	1086	173	47	-152	-200	
-265	104	141	-131	192	269	51	-1191	-1901	-1836	-2798	-1902	-2824	-2024	-2078	-222	-304	148	1060	2261	2066	3242	2368	2267	1215	615	-40	-90	-173	-211	
-84	111	194	-37	35	43	-121	-672	-912	-1140	-1984	-1572	-2152	-2009	-1428	-146	-332	246	401	1684	1146	2413	1665	1466	843	254	-80	-87	-238	-183	
-15	230	88	31	-58	3	-76	-150	-271	-822	-1020	-275	-1660	-969	-984	-42	-51	138	212	706	746	1585	927	696	71	63	-107	-137	-82	-137	
-103	62	8	-63	-58	-65	-36	-37	-171	-376	-462	-190	-1018	-308	-674	-250	-68	148	8	409	0	636	224	608	39	-127	-295	-14	-69	-83	
