-146	-402	-283	-165	-98	-48	16	-78	
-202	-591	-419	-358	-42	383	316	-109	
-555	-959	-770	-159	204	520	194	218	
-851	-1165	-1195	16	417	553	694	517	
-1324	-1312	-1137	-138	533	584	729	688	
-955	-1150	-961	-248	262	480	660	344	
-140	-201	-207	-157	-110	32	170	266	
316	1190	507	-62	-630	-1170	-1047	-258	
1806	2693	1877	238	-1790	-2513	-2053	-435	
1734	2925	1770	501	-2429	-3047	-2613	-721	
1770	2567	1432	641	-1442	-1647	-2355	-835	
816	1440	827	493	-281	-535	-1349	-420	
-49	132	-35	222	57	-205	-204	-55	
-258	-153	-132	8	106	497	89	0	
-49	-464	-346	-104	180	454	312	8	
-23	-488	-382	-172	343	423	348	-149	
-407	-298	-298	-165	171	341	200	-48	
-186	-272	-346	98	210	383	162	-15	
