30	128	-33	23	-95	-184	-105	-37	34	-88	-52	141	404	163	-81	-81	57	-323	26	-44	
-155	16	-81	8	-250	-206	-111	-67	-30	-155	8	111	464	447	-96	16	-105	-396	-123	-206	
-140	-56	73	-92	-165	-147	-228	-235	-148	-228	89	275	731	395	75	-15	-96	-185	-88	-118	
-103	25	190	0	-63	-458	-680	-576	-336	-243	301	698	757	471	241	-65	-433	-330	-206	-293	
-5	-30	137	86	-118	-940	-1102	-654	-375	17	508	847	2018	715	86	-52	-283	-266	-110	-180	
33	67	64	-59	-170	-1175	-539	-1327	-287	60	387	493	1814	920	269	-81	-220	-187	17	-93	
17	74	-23	-125	-247	-595	-360	-529	-287	-287	396	368	353	154	154	-30	-75	-279	-78	-176	
86	-106	-103	-265	-237	-265	-89	-294	198	-199	120	232	-279	-191	-235	-16	232	108	128	-4	
-295	-479	-368	-584	-170	-15	916	638	465	112	-169	-735	-1621	-883	-323	-30	443	352	309	77	
-486	-1172	-623	-1070	-170	957	1717	2421	1545	129	-560	-2595	-3356	-2164	-1129	163	1278	463	319	-59	
-427	-1281	-339	-1180	-214	1834	2555	3446	2644	86	-623	-3705	-4122	-3242	-1520	163	1556	541	365	68	
-324	-1360	-449	-1117	112	2039	2909	3297	2234	413	-1139	-3861	-4028	-3133	-1270	120	1222	947	532	120	
-288	-390	-405	-1227	172	1796	2295	2459	1787	555	-1217	-3314	-3075	-2414	-879	94	1241	298	489	-271	
-140	-258	-368	-960	77	547	1158	875	1210	491	-1123	-1923	-1965	-1102	-88	206	981	240	248	-35	
77	77	233	-155	-59	-8	120	94	258	353	-279	-140	-191	-301	335	217	-206	-15	-315	-355	
190	277	306	17	-184	-768	-586	-529	-221	-272	43	921	941	266	473	70	-263	-458	-162	-194	
-81	285	700	268	-206	-1551	-1212	-1249	-1312	-595	189	1925	2836	1124	292	103	-455	-536	-110	-557	
46	69	821	250	25	-1394	-2073	-1890	-1265	-397	525	1869	2316	1124	223	-88	-638	-420	-305	-337	
42	-59	366	345	-37	-1081	-1415	-2313	-382	-621	1030	1590	2724	1087	283	-228	-421	-521	-118	-219	
43	85	359	345	60	-987	-1384	-1264	-463	-216	560	1256	2000	381	34	-389	-294	-552	-235	-367	
22	0	131	-8	-177	-632	-461	-287	-368	-338	387	605	1480	180	-125	-905	-199	-552	-132	-206	
-59	-59	-43	-214	-285	-463	-177	43	-243	-96	43	-155	885	249	-66	-339	-278	-228	-138	-121	
