-170	86	16	-14	-55	-187	-325	-269	-261	40	-34	-89	
-38	-36	-267	-113	-112	-312	-408	-207	16	146	48	-14	
-64	76	-24	-56	-348	-485	-639	-200	123	350	97	28	
-92	287	151	-59	-411	-679	-888	-90	327	578	316	213	
-106	142	151	83	-1132	-1209	-1371	-28	327	881	348	241	
-163	236	201	-273	-1162	-1312	-1400	-282	603	1160	382	508	
-233	236	143	-426	-1043	-1253	-917	-502	229	627	399	260	
-290	-233	-91	-77	-223	-312	-159	-255	-48	114	-89	258	
-339	-408	-197	75	366	599	382	16	-920	-1213	-1435	-136	
-450	-443	-274	268	2040	2460	1254	304	-1645	-2571	-2412	-136	
-311	-402	-421	309	2076	2532	1752	345	-2284	-3033	-3159	-277	
-92	-432	-221	167	1698	2281	1628	477	-1645	-3307	-2082	-492	
-71	-387	-197	83	550	1637	560	328	-978	-1329	-889	-346	
110	-240	-178	-154	33	323	33	-159	-185	-76	-211	-156	
23	-106	-120	-189	-202	-284	-507	-21	40	537	40	-68	
127	7	-101	-133	-38	-900	-770	-200	343	453	278	72	
50	35	-8	-203	8	-1003	-394	-317	433	444	324	64	
50	-28	-239	-170	-167	-900	-463	-337	428	376	186	-41	
52	42	-40	-70	-404	-723	-697	-110	-7	156	109	24	
153	59	109	351	-272	-721	-318	-90	24	120	73	-109	
229	253	67	33	-237	-409	-304	-125	-76	71	-7	-143	
