0	-7	-51	-128	-372	-528	-246	-177	-28	32	392	199	55	0	
41	-35	-194	-104	-145	-818	-694	-252	-319	48	536	486	373	292	
95	58	18	-49	-312	-804	-968	-860	-380	-68	904	927	373	848	
159	175	-32	-69	-248	-659	-1156	-1191	-635	-14	1040	758	817	1199	
68	-21	-69	-125	-207	-543	-383	-989	-263	-129	784	927	732	442	
50	-21	-97	-221	-52	-90	-7	-116	-178	-48	136	119	341	165	
-154	-167	-354	-228	312	319	1055	511	66	-203	-404	-680	-81	-400	
-266	-333	-679	-249	386	2080	2663	1562	137	-345	-1254	-1723	-925	-1397	
-297	-299	-1224	-408	452	2220	3728	2344	169	-324	-2160	-2991	-1752	-1913	
-447	-452	-1018	-132	440	2484	4078	3004	567	-156	-2812	-3864	-2369	-1941	
-447	-407	-915	-249	723	1957	2907	2726	550	-115	-2585	-3470	-2579	-1788	
-370	-407	-430	-345	345	1359	1946	1059	-279	-48	-1339	-1807	-1486	-700	
-363	-183	-223	-97	-55	196	566	-211	-178	-230	-475	-208	-187	-80	
-21	41	-181	-97	-165	-418	-389	-1061	-322	-41	16	334	381	497	
83	200	298	-249	-392	-1094	-1517	-1952	-7	-41	424	1131	968	831	
90	233	385	-173	-873	-1355	-1517	-2196	-326	24	426	1859	1490	697	
16	258	246	-180	-684	-702	-1545	-2168	-298	128	376	1961	1540	781	
16	510	181	-104	-567	-775	-1184	-1521	-217	0	176	1029	1237	537	
234	216	74	-56	-241	-601	-578	-1047	-129	-54	204	310	388	284	
