-200	-270	-352	-110	-16	179	-14	3	
-112	-485	-373	-202	-14	448	109	80	
-237	-415	-331	-310	81	480	177	8	
-327	-606	-565	-289	171	578	113	-122	
-748	-738	-573	-379	229	1352	454	113	
-1029	-841	-1166	-372	401	1160	746	460	
-1029	-1047	-1019	-516	270	898	833	565	
-570	33	-201	-358	98	154	73	-68	
116	886	525	-165	-369	-809	-1133	-312	
1212	2478	1734	41	-1529	-1878	-2671	-359	
1338	2675	2108	411	-2066	-2239	-2742	-326	
1194	2245	1396	246	-1616	-2224	-2168	-373	
366	707	596	123	-833	-1055	-1047	-346	
