-50	-44	-49	33	-99	-117	-267	-123	-252	3	7	209	398	174	158	-80	
-134	16	85	35	-118	-344	-273	-287	-286	-100	-21	392	462	317	197	-57	
-59	33	100	-18	-207	-234	-194	-301	-731	-95	64	544	520	436	245	-193	
8	33	66	0	-21	-172	-615	-621	-803	-265	-34	750	639	468	403	-7	
8	51	83	-17	-173	-344	-1123	-1401	-1076	-251	56	801	944	1052	1049	-14	
58	18	37	24	-121	-97	-1036	-423	-397	-82	-61	480	927	285	426	456	
31	22	25	-84	21	312	-165	423	-7	24	-132	304	151	-121	47	117	
-82	16	-223	-368	-21	361	302	1283	1042	129	-141	-303	-525	-420	-588	-129	
-191	-259	-748	-561	-145	440	1008	1999	1701	129	-257	-1566	-1427	-1626	-1104	-113	
-239	-566	-1014	-1297	-325	1695	1746	3361	2795	379	-358	-2458	-2526	-2551	-2150	-272	
-323	-505	-718	-1562	-521	1394	2906	3833	3351	515	-176	-2684	-3484	-2691	-2095	-73	
-295	-412	-659	-767	-492	988	2554	3274	2761	256	-189	-2585	-3160	-2579	-1913	-20	
-253	351	-378	-370	-260	271	1464	1090	1545	-175	-68	-1665	-1582	-1486	-1076	78	
-183	33	-320	-222	-116	172	327	317	251	-89	-189	-588	-315	-174	-127	314	
-176	284	75	82	-152	-172	-274	48	-340	-34	-102	-122	103	635	221	135	
-176	181	169	109	-69	-413	-630	-369	-1234	-7	16	432	859	1473	1015	86	
-141	39	100	257	-111	-640	-1036	-1141	-1981	-346	112	921	1656	2079	915	-133	
-120	16	50	277	-49	-859	-1065	-968	-1981	-319	305	1040	1723	1355	1032	-47	
-141	8	333	239	-42	-305	-601	-410	-1162	-116	249	1228	1418	1153	545	188	
-15	67	241	390	-21	-330	-499	-164	-616	-183	0	1074	422	452	363	157	
50	7	-105	98	74	-220	-357	-403	-803	-210	-34	560	295	198	245	-80	
