-120	-29	0	-77	-129	-116	-169	-226	-198	-361	-21	24	93	107	95	150	
-50	-22	2	-112	-125	-152	-207	-244	-348	-702	88	86	96	119	301	521	
-317	151	142	100	-63	-187	-237	-194	-260	-803	-298	136	248	494	142	335	
-128	193	115	100	12	74	-358	-789	-314	-745	-265	32	733	639	471	285	
-19	64	25	48	-63	99	-303	-1616	-809	-889	-353	-183	1364	927	206	213	
-21	58	89	133	58	1	-159	-1747	-280	-490	-478	-149	1330	639	55	78	
-64	71	142	72	41	8	-97	-427	252	-286	-326	-223	96	-88	-147	-96	
-211	-95	8	-28	-305	-63	279	98	1021	243	-244	-402	-928	-920	-714	-306	
-199	-246	-147	-327	-409	-221	599	1025	1772	1806	250	-616	-1877	-2033	-1640	-1690	
-190	-630	-384	-570	-856	-829	1465	1851	2505	2813	387	-786	-2727	-3174	-2327	-1885	
-328	-839	-349	-1102	-900	-521	1430	3099	3134	2986	808	-658	-3647	-3625	-2299	-1606	
-113	-344	-472	-955	-1018	-580	1324	2677	2680	2656	342	-445	-2982	-3132	-2257	-1537	
84	-281	-238	-407	-1150	-463	334	1429	1475	1493	-279	0	-1636	-1497	-1472	-1230	
89	-36	-161	-327	-782	-390	57	171	399	219	0	-142	-730	-181	-414	-309	
245	75	78	33	-554	-450	-413	-322	-253	-961	-177	-34	-95	334	365	403	
115	-120	368	283	-146	-442	-406	-833	-852	-1995	-170	281	488	1131	1187	1316	
54	102	165	108	-21	-69	-538	-1500	-1964	-2383	-907	289	818	1588	1810	1082	
118	-120	83	39	0	99	-296	-1297	-1979	-2196	-764	257	614	1232	1810	982	
-54	-33	150	239	314	170	65	-789	-925	-1564	-244	241	563	809	783	521	
-115	-106	37	245	234	205	-62	-470	-287	-932	-75	96	536	430	364	339	
0	84	34	16	174	148	49	-466	-376	-225	-89	72	448	295	148	23	
