-265	-458	-290	-275	-133	203	-68	8	
-541	-506	-287	-296	33	546	113	88	
-688	-959	-653	-200	16	547	399	-89	
-1221	-723	-622	-296	90	1230	555	40	
-807	-1121	-814	-248	278	1283	764	274	
-777	-1268	-741	-365	49	627	434	186	
-91	-222	-207	-365	57	57	-143	105	
383	398	371	0	-267	-795	-1262	-204	
1158	2854	1556	254	-1442	-2657	-2053	-285	
1086	3373	1859	501	-2269	-3004	-2742	-210	
1608	2854	1236	444	-1384	-1979	-2153	-427	
441	1762	614	263	-615	-867	-1262	-515	
150	224	-56	-172	-240	-198	-238	-326	
-56	-326	-624	-282	-124	423	-48	-217	
-97	-347	-697	-186	450	1213	146	-129	
-112	-458	-932	-303	401	556	219	-285	
-348	-406	-609	-227	180	392	106	-36	
