-147	-243	-624	-340	-324	-179	16	46	-47	
-28	-105	-885	-258	-242	-192	220	16	-4	
-68	-285	-1209	-332	-193	204	790	251	56	
-56	-437	-1165	-456	-69	401	569	438	195	
-349	-718	-1209	-595	-145	343	514	416	315	
-182	-851	-1106	-311	-275	270	456	382	220	
-91	58	-91	-49	24	147	48	-48	-49	
-84	458	489	685	16	-223	-665	-1047	-68	
251	834	2335	1343	-165	-1254	-2527	-2297	-393	
0	1266	2836	1574	74	-1486	-3004	-3217	-549	
-7	1482	2281	1254	246	-891	-1719	-2211	-506	
-14	888	492	421	180	-601	-823	-1306	-244	
-12	208	-111	99	-131	-213	-246	-388	32	
-140	-265	-430	-352	123	-144	399	-75	109	
-91	-156	-421	-360	246	270	611	347	154	
-301	-585	-738	-297	65	442	1038	421	177	
-384	-496	-385	-565	-241	122	828	137	58	
-314	-425	-333	-653	-131	-90	252	-21	-48	
-70	-84	-374	-401	-62	57	174	81	56	
150	-62	-361	-373	-128	-48	-12	0	-20	
