-22	-146	-548	-373	-191	-124	293	105	-14	
-88	-341	-753	-697	-117	-69	562	259	8	
-63	-585	-1003	-917	-344	16	619	260	-34	
-119	-866	-1135	-635	-378	204	551	387	185	
-412	-1029	-1445	-1166	-262	352	521	555	541	
-349	-895	-1548	-352	-118	343	331	503	313	
-266	-77	-118	-83	-13	-55	-41	-191	24	
-154	441	373	418	205	-746	-1459	-1464	-197	
108	1806	2031	2054	460	-992	-2412	-2800	-506	
-112	1824	2800	2143	882	-1732	-2513	-3490	-635	
175	1176	2478	1450	435	-1674	-2787	-2441	-478	
268	906	1261	543	90	-920	-1271	-1234	-400	
33	133	742	0	-42	-172	-253	121	72	
