-15	-55	-160	215	-76	-171	-179	-157	-616	-7	-38	73	374	214	233	67	
-38	-70	-30	16	-7	-248	-309	-151	-544	72	64	175	438	301	316	70	
-36	-119	-119	-111	-60	-275	-286	-390	-731	-216	-129	128	438	238	458	-126	
67	25	-56	-42	156	-223	-427	-390	-903	-75	-61	456	446	427	317	7	
126	67	83	128	3	-344	-891	-1011	-1119	-373	-81	402	366	398	379	0	
361	117	233	100	74	-344	-1225	-838	-1076	-649	-122	870	334	420	270	15	
192	41	-14	-35	49	-97	-1079	-492	-490	-339	-41	350	334	198	268	110	
74	-196	-167	-174	-90	-124	-267	-137	-68	-251	120	240	-181	-281	-134	0	
-157	-247	-306	-416	-188	-42	204	1003	511	16	-210	-384	-1089	-827	-490	-14	
-218	-328	-541	-753	-201	493	1675	2366	2309	16	-284	-1353	-1920	-1808	-1272	-325	
-334	-447	-437	-1430	-668	1783	2431	3641	3004	412	-365	-2259	-2639	-1976	-1690	-496	
-393	-427	-511	-1253	-580	1890	3011	3658	3038	791	-210	-3180	-3244	-2018	-1955	-193	
-365	-356	-348	-1386	-507	1571	2519	2278	2587	843	-176	-3222	-2934	-2088	-1997	-27	
-281	-112	-285	-414	-318	705	1552	1632	1007	-89	176	-1849	-1525	-855	-909	-60	
-118	-70	-230	-153	-199	230	73	358	105	113	-7	-560	-624	-201	-100	181	
-38	-42	116	-14	-188	-296	-746	-423	-573	-148	24	-122	382	516	284	163	
-99	83	241	356	-242	-421	-1471	-852	-1794	-156	104	208	1147	1288	865	243	
32	124	175	141	-173	-494	-1399	-1271	-2082	-706	329	733	1808	1237	1233	-93	
-29	28	66	206	-111	-358	-1094	-1300	-2125	-305	233	341	1842	1136	1149	86	
-43	-49	-7	85	-21	-494	-949	-679	-1866	-319	386	529	1114	918	998	62	
-29	-56	50	60	41	-269	-949	-362	-1047	-163	152	365	438	444	513	141	
