-50	-71	0	61	142	-244	-458	-316	-165	-28	105	-75	0	
-100	-43	-29	98	5	-437	-488	-419	-200	-62	407	73	8	
-319	-127	-15	126	217	-629	-635	-697	-90	139	578	251	72	
-196	-128	92	143	-174	-999	-959	-1137	98	253	1073	454	325	
-291	101	202	95	-56	-718	-1415	-1034	65	849	1335	625	323	
-107	169	130	92	-370	-969	-1474	-551	-310	335	793	416	228	
-156	30	59	-24	-196	-202	-174	16	-200	-62	-21	-48	-3	
-248	-159	-99	-50	100	450	1011	578	-200	-717	-1083	-1248	-177	
-227	-318	-479	-309	167	1464	2657	2392	0	-1689	-1878	-2311	-319	
-341	-688	-541	-254	33	1662	2979	2232	287	-2356	-2267	-2326	-339	
-362	-537	-275	-197	159	1482	2478	1699	172	-1819	-2008	-1995	-778	
-128	-262	-212	-155	-42	391	975	809	164	-760	-1170	-760	-502	
-30	-64	-155	-194	-119	-98	456	-7	90	0	-151	-28	-21	
