-133	-14	3	-34	-35	-185	-573	-441	-502	-276	-429	-189	-94	-87	434	273	244	302	181	-89	-111	-191	-167	
-36	224	140	44	40	-205	-745	-792	-971	-236	-863	-364	-127	228	814	462	372	294	180	-341	-156	-163	-104	
-56	298	57	33	302	-28	-774	-649	-1370	-461	-765	-274	23	1138	996	888	380	339	84	-461	-274	-333	-45	
-7	340	-83	289	198	0	-1277	-1264	-1398	-900	-1244	-364	86	1155	1112	1381	621	309	280	-585	-532	-428	-185	
-112	84	154	307	204	-205	-1938	-1736	-929	-688	-765	-334	55	354	1012	1348	889	147	96	-600	-894	-659	-207	
-181	5	204	205	-158	-369	-1895	-1207	-260	-150	-342	-41	-74	540	1128	1036	474	-33	-75	-467	-658	-1085	-326	
-44	12	74	23	-90	-157	-1076	-217	96	280	-42	31	184	330	203	156	-282	-40	-135	-407	-481	-200	-134	
-112	-211	-187	-97	-254	-130	-259	88	1013	488	204	87	-40	6	-40	-145	-950	-386	-231	-296	-119	-185	-60	
-270	-354	-401	-530	-949	-69	202	1016	1939	1142	284	476	-60	-226	-630	-471	-1128	-894	-104	-23	385	-97	104	
-321	-532	-829	-1427	-1283	228	712	1412	2333	2676	1232	547	-20	-593	-1776	-1543	-1812	-654	-333	175	1636	201	446	
-244	-532	-1195	-1500	-978	733	1597	1585	2865	3017	2282	1153	15	-1135	-3309	-2381	-2509	-1479	-422	900	1674	428	524	
-210	-223	-1503	-1631	-1065	933	2222	2603	2865	2915	3028	1473	-40	-2315	-3503	-2725	-2906	-2023	-185	1107	2543	506	1049	
-223	-312	-1224	-2040	-1181	309	1962	2500	2694	2455	3468	619	47	-2120	-2978	-2519	-1771	-2703	43	824	2562	665	1219	
-244	-333	-888	-1442	-1428	122	1458	2966	2282	2370	2791	1322	197	-1912	-2563	-2574	-1689	-1928	96	881	2562	770	1143	
-251	-271	-256	-859	-412	260	885	1447	687	1637	1706	420	102	-1163	-1652	-1021	-2167	-990	920	1051	1277	437	332	
-133	-215	66	-42	-172	65	210	325	-108	352	446	-127	-34	-491	-975	-435	-2044	-641	391	411	446	192	-60	
-6	99	74	205	-172	-137	-177	-520	-914	-175	-242	-201	-168	-153	-357	-338	-341	-601	29	96	-185	8	-40	
52	124	272	526	65	0	-961	-1193	-1896	-451	-877	-494	-281	23	141	-218	-123	0	21	-171	-626	-437	-193	
33	190	223	1394	1166	252	-1004	-1407	-1711	-1240	-1568	-855	-560	385	321	288	69	166	-28	-384	-784	-817	-237	
-28	33	272	1394	1025	358	-846	-1593	-1967	-1665	-1737	-686	-100	456	732	497	295	371	87	-241	-421	-1116	-134	
75	28	74	316	450	130	-1018	-1479	-1583	-1778	-976	-428	-67	243	814	675	500	433	-148	-245	-319	-959	-259	
200	-70	52	246	196	195	-731	-1050	-1199	-1509	-962	-241	15	299	500	905	598	193	-252	-241	-237	-396	-126	
94	-21	-42	41	450	595	16	-434	-318	-1424	-652	-87	7	291	384	663	372	-112	-183	-230	-200	-259	-200	
-1	-35	-83	-90	368	348	40	-964	-388	-843	-275	-261	-27	283	-27	382	207	-27	-135	-148	-97	-67	-60	
