-29	147	77	17	-50	-170	-190	-204	-246	-199	-243	-173	-139	-69	309	348	161	327	440	263	15	-107	-107	-245	-336	-374	-87	
165	144	77	128	-39	-113	-458	-361	-330	-383	-402	-360	-252	-158	358	416	307	327	955	605	285	23	-73	-311	-379	-381	-236	
52	190	344	471	110	33	-570	-928	-776	-600	-1238	-785	-348	-311	163	486	532	567	1040	741	317	363	-107	-989	-487	-718	-112	
295	311	396	1402	-22	-149	-1182	-1331	-1534	-614	-1371	-785	-241	-152	342	-35	419	704	1773	1317	1019	731	-93	-975	-1048	-868	-196	
469	372	585	1830	187	-233	-1212	-1809	-1103	-334	-974	-580	32	227	466	154	476	756	1330	1249	1423	1333	62	-506	-883	-387	-265	
504	233	789	1495	68	-327	-1992	-1122	-939	-84	-437	-448	-214	242	266	24	258	144	972	1147	1456	1400	-40	-658	-375	-466	-283	
263	294	1202	1327	-404	-703	-1887	-525	-553	141	-250	-302	-220	-185	334	-96	29	16	384	876	1338	1484	-100	-506	-430	-348	-308	
90	121	663	385	-475	-718	-882	-218	-175	208	-146	-276	-152	-165	399	-130	-61	-81	-323	103	254	563	243	-80	-47	-187	-233	
-8	-101	-43	42	-287	-240	-106	328	326	558	-7	0	-28	106	171	-170	-136	-318	-985	-962	-101	15	227	368	31	54	-154	
26	-144	-415	-406	-207	135	346	1107	1553	1068	66	74	15	16	-167	-702	-556	-1256	-1311	-1638	-1023	-293	283	478	280	54	48	
-66	-199	-871	-1566	-270	220	1642	1344	1643	1644	282	380	221	147	-151	-1248	-1564	-1213	-1778	-2019	-1121	-1216	-153	715	1003	330	85	
-254	-506	-1726	-1612	-43	271	2411	1818	1697	1158	556	1112	345	286	-376	-2211	-1850	-1512	-2047	-2582	-1472	-1662	-226	250	1610	178	158	
-303	-783	-2307	-1840	443	904	2833	1981	2639	1320	617	1877	1394	278	-809	-2153	-1679	-1996	-2132	-2512	-1528	-2541	-299	1095	2152	873	247	
-562	-1396	-2872	-2266	383	1714	3749	1563	2874	1428	1226	1805	1837	114	-1228	-2038	-1822	-1939	-2288	-2498	-1794	-3127	-451	1359	2398	1509	689	
-173	-1442	-2383	-2053	136	1383	3291	1763	2476	798	1315	1503	1076	-42	-1675	-1909	-1865	-1711	-1835	-2145	-1654	-2374	-1079	847	2168	694	309	
-108	-844	-2123	-1566	136	738	2503	1253	2241	283	1279	1254	846	-110	-1358	-1521	-1364	-1242	-1863	-1737	-1654	-2164	-607	352	1922	450	386	
-689	-875	-1726	-1080	-305	382	1807	1016	2222	618	1422	525	546	196	-355	-587	-678	-872	-1580	-1427	-1486	-1272	-100	658	1134	497	318	
-288	-345	-1451	-517	-640	-71	1093	761	2295	316	1208	115	230	-96	-224	-225	-210	-971	-1141	-666	-967	-714	110	548	437	108	132	
-44	51	-407	-214	-1215	-360	-85	689	973	258	506	123	139	-192	-219	-150	-95	-270	-419	-329	-368	-40	490	250	-14	-453	-118	
165	190	17	231	-1215	-809	-1092	185	-28	83	390	-228	-165	-134	-103	16	177	80	-236	15	-261	150	747	-331	-356	-551	-262	
139	432	77	638	-433	-929	-2112	-928	-245	-341	-125	-297	-216	-76	182	233	371	225	208	859	-154	1049	510	-727	-422	-644	-556	
275	289	77	420	-156	-869	-2427	-1884	-1118	-792	-458	-435	-324	-131	195	364	436	533	680	961	429	1216	972	-865	-526	-1046	-949	
234	372	789	1122	-57	-763	-2112	-1973	-2351	-1457	-738	-536	-437	-274	366	573	485	584	1926	1317	850	1049	-27	-1666	-1406	-1238	-203	
26	389	921	824	110	-643	-1677	-2018	-2306	-1679	-1091	-770	-611	-543	154	555	347	292	1620	1537	555	497	-166	-1155	-993	-1443	-255	
52	138	752	395	153	76	-747	-1480	-1890	-1309	-900	-449	-217	-268	156	330	791	344	1432	1266	523	252	-279	-533	-471	-473	-190	
199	199	208	368	119	67	-366	-913	-1341	-748	-620	-304	-220	-192	409	438	791	217	580	1080	521	173	-120	-754	-369	-348	-340	
64	190	241	-8	72	72	-160	-386	-464	-555	-513	-477	-270	-207	48	-62	323	209	328	430	309	47	-20	-602	-336	-288	-20	
-108	-72	134	42	68	60	42	-85	-126	-237	-471	-305	49	-28	228	12	198	160	320	259	293	-34	-20	-381	-237	-136	-72	
