35	44	25	-151	-111	-144	-234	-494	-359	-903	-413	-246	
67	10	-82	-160	-271	-125	-454	-543	65	-903	-292	-156	
-61	-127	-145	-133	-326	-251	-482	-775	-157	-673	-136	-188	
-85	-204	-116	-56	-409	-324	-303	-891	-505	-932	-14	-183	
-92	-190	-286	-437	-464	-332	-946	-1254	-458	-1464	-549	-318	
-15	-134	-398	-467	-488	-1400	-1296	-1892	-1271	-2527	-992	-1242	
-150	-309	-378	-285	-547	-2015	-2331	-2661	-2109	-2628	-935	-872	
-92	-510	-517	-821	-988	-2338	-3366	-3604	-2787	-2685	-1421	-1085	
-162	-361	-716	-925	-1960	-3715	-4533	-4431	-2903	-2613	-420	-385	
-225	-271	-419	-1561	-2401	-4667	-5160	-4097	-2239	-2038	-183	-176	
-247	-570	-642	-1605	-3755	-6058	-4970	-3633	-1343	-1018	395	-122	
-247	-779	-1043	-2300	-4712	-6937	-4154	-2835	-423	-347	134	96	
-268	-1152	-1400	-3247	-5507	-7597	-3847	-1645	97	-34	394	168	
-120	-1689	-1905	-3616	-6316	-8212	-3308	-1573	163	73	274	172	
-346	-1033	-2247	-3040	-6743	-7977	-3337	-920	-117	-28	148	104	
-360	-749	-1979	-3409	-6979	-7655	-3468	-1268	317	129	67	131	
-204	-1316	-1979	-2714	-6626	-7509	-3658	-1660	-298	-68	-14	-68	
-338	-794	-1474	-2271	-5684	-7025	-4299	-2226	220	-334	-165	-277	
-415	-246	-360	-1827	-4594	-5941	-4241	-3140	-145	-630	-34	-128	
-345	-351	-370	-1383	-3490	-5106	-4503	-3517	-925	-1349	32	-303	
-303	-218	-126	-821	-2637	-4330	-4285	-3604	-1416	-2584	-678	-701	
-246	-164	-303	-866	-1356	-3129	-3031	-3546	-2080	-2671	-535	-1256	
-209	-183	-228	-244	-187	-1532	-1558	-2632	-1502	-2771	-1207	-1270	
-197	-99	-182	16	-21	-609	-1340	-1529	-1213	-2096	-1078	-1114	
-204	42	-91	30	-64	-297	-334	-572	-471	-1823	-692	-331	
-41	92	18	34	33	-194	-229	-350	-287	-1162	-306	-303	
