-22	-107	-31	-15	-43	-85	-331	-155	-210	-299	-371	-404	-230	-151	440	300	266	112	360	470	15	19	-93	-205	-208	-284	-203	
-40	36	86	68	42	-304	-528	-301	-363	-969	-723	-551	-328	-296	216	348	282	289	904	673	245	86	-186	-317	-459	-440	-294	
60	207	404	411	30	-226	-1002	-824	-939	-1191	-1077	-888	-234	-514	374	503	774	807	1296	1351	206	324	-60	-379	-468	-505	-262	
278	346	464	563	-107	-311	-2037	-1077	-1801	-1590	-1606	-1019	-138	-207	309	330	567	738	1909	1977	333	324	23	-671	-1433	-622	-471	
304	441	546	418	59	-658	-2247	-1391	-2158	-1576	-1283	-1122	-337	-187	73	259	395	893	1534	2028	1052	697	118	-1044	-1103	-1593	-301	
260	372	733	507	-156	-613	-2067	-1122	-850	-644	-582	-726	-255	-67	407	300	-258	533	784	1554	1338	881	354	-1182	-856	-1566	-510	
417	475	505	228	-128	-763	-1497	-824	-538	-133	-368	-477	-314	-233	126	97	-319	136	224	910	1271	798	307	-370	-512	-407	-445	
121	268	244	137	-192	-447	-570	-232	-503	300	-132	-387	-289	-206	4	64	-326	-250	-169	119	508	371	267	-60	-112	-151	-228	
-57	-151	68	-143	-240	-184	-57	361	368	1158	107	-166	-204	-131	-118	-232	-515	-530	-1027	-422	-34	-54	190	219	117	-35	-145	
-224	-291	-218	-356	-251	-142	481	980	1028	1590	381	-118	-138	-85	-110	-272	-964	-971	-1679	-1399	-621	-346	330	415	226	40	-32	
-296	-322	-293	-399	-263	229	1239	1180	1842	1986	1154	305	-14	40	-264	-745	-475	-1441	-1920	-1948	-1009	-1118	-67	1062	888	357	200	
-245	-537	-1008	-1597	-234	885	2430	1289	1860	1428	1673	413	312	24	-239	-1377	-1078	-1811	-2160	-2230	-1486	-1425	-186	946	1151	528	224	
-375	-1212	-1970	-1597	341	885	2924	1635	2367	1230	1154	774	1094	139	-679	-2326	-1593	-1896	-2259	-2329	-1444	-1341	-378	913	2185	341	295	
-519	-1826	-2643	-2068	435	1659	3858	1544	3128	996	2174	1556	1589	147	-982	-2527	-1650	-1996	-2104	-2286	-1822	-1997	-788	930	2217	396	257	
-173	-1565	-2398	-2159	409	1751	3840	1727	2983	1032	1941	1788	1571	-28	-1632	-2024	-1779	-1284	-1835	-1878	-1990	-2402	-1163	864	1938	1199	69	
-123	-1043	-2108	-2159	76	1106	2668	1581	2512	1176	1673	1325	1112	270	-1574	-1521	-1393	-1057	-1976	-1892	-1808	-2025	-593	963	1660	1134	170	
-425	-813	-687	-1308	-71	591	1880	1362	1535	672	1440	1272	427	49	-780	-1061	-1078	-758	-1410	-1793	-1359	-1174	-93	666	987	326	216	
-353	-402	-429	-867	-376	-142	304	980	636	308	796	489	-76	-151	-212	-472	-434	-786	-1027	-1568	-1065	-672	291	540	366	163	30	
-152	-65	-336	-306	-560	-572	135	944	477	250	74	181	-220	0	-55	-14	-217	-196	-560	-1089	-448	-47	872	164	93	124	-1	
8	216	0	102	-792	-1065	-345	33	159	-56	-28	-180	-440	-165	8	186	113	40	-202	-175	-261	212	409	-185	-204	-269	-196	
147	475	223	454	-426	-1200	-1197	-854	-716	-202	-243	-463	-398	-137	391	413	484	273	477	521	497	1015	739	-464	-856	-656	-242	
130	290	227	843	-241	-673	-1662	-1645	-924	-614	-277	-785	-550	-110	267	275	860	738	1483	1097	833	1199	432	-796	-925	-1156	-778	
217	328	789	1271	-100	-332	-1227	-2033	-1653	-984	-326	-814	-406	32	267	347	1464	858	1568	1266	1254	714	-7	-1169	-1351	-527	-647	
113	190	227	1495	51	-149	-1047	-1839	-1237	-1132	-1135	-302	-227	-55	201	260	1499	996	1603	1452	1591	316	-279	-1030	-911	-486	-211	
-8	95	327	749	25	322	-732	-1555	-1058	-1561	-606	-387	-144	-165	334	416	739	1030	955	1486	1136	150	-332	-961	-705	-489	-236	
-50	62	155	272	155	-39	-777	-1301	-1132	-1265	-517	-166	-159	-49	301	660	688	704	426	1181	1019	94	-173	-989	-165	-315	-163	
-44	51	68	214	-22	-60	-237	-239	-761	-411	-374	-235	-76	-172	182	267	347	378	420	558	555	79	-40	-423	-251	-243	-151	
