49	-49	-50	-141	-227	-302	-76	-62	48	126	376	334	71	63	
-3	20	8	-63	-124	-315	-89	-109	-130	64	384	151	134	181	
36	125	8	39	-130	-325	-347	-388	-520	-61	552	318	381	179	
16	208	109	41	-110	-1079	-1401	-1033	-907	16	938	462	508	387	
217	199	182	16	-200	-1123	-1098	-1176	-366	128	1040	673	1524	395	
58	191	89	29	41	-746	-389	-493	-249	0	989	382	648	331	
-77	-7	33	-28	49	-103	-219	-157	-177	-156	232	15	-94	126	
-210	-209	-271	-173	263	532	701	660	-143	-473	-330	-553	-434	-267	
-475	-496	-368	-249	723	2185	2261	2222	476	-786	-1452	-1962	-1177	-1160	
-615	-748	-582	-166	1518	2554	3396	2952	636	-502	-2571	-3019	-2173	-1885	
-503	-260	-391	-159	1129	2958	3222	2795	688	-277	-3180	-3794	-2369	-2011	
-280	-748	-561	-394	581	2291	2505	2153	291	-288	-3109	-3061	-2453	-1955	
-133	-272	-374	-352	328	1675	1789	1024	32	-108	-1806	-1342	-1345	-825	
167	-96	-153	-249	-90	131	432	113	41	40	-829	-302	-421	-180	
318	82	141	-97	-379	-425	-417	-530	-21	96	128	223	325	252	
161	145	307	-166	-434	-818	-1473	-1061	-156	88	328	639	1271	647	
130	33	292	-111	-494	-1210	-1719	-1622	-346	128	852	1385	1490	418	
7	25	82	-35	-289	-992	-1748	-1694	-285	152	320	1147	1237	563	
-7	-17	49	-19	-145	-949	-1184	-1435	-197	217	512	792	833	391	
-168	-133	-9	57	-324	-383	-549	-774	-359	265	423	470	1136	331	
-196	-104	-7	-64	-165	-151	-144	-259	72	112	289	231	699	173	
