-99	-36	84	-19	-70	-116	-300	-726	-263	-254	32	-68	-52	
-86	-57	29	-85	-64	-126	-222	-741	-97	73	244	68	-14	
-15	-106	-67	-64	25	-84	-664	-756	-145	139	611	113	8	
-75	-113	-127	260	79	-237	-753	-990	123	237	668	260	64	
-71	-60	-148	168	-52	-333	-797	-1356	82	335	776	1007	371	
63	93	-225	-23	-119	-585	-1018	-1224	-227	920	1265	781	307	
48	135	-268	-96	-28	-1102	-1194	-1019	-310	551	627	503	452	
110	11	-275	-64	-28	-378	-160	-180	-200	-62	-62	-75	16	
-248	-245	-556	-361	0	291	886	525	65	-1094	-997	-1837	-170	
-263	-184	-403	-189	309	1446	2299	1752	-193	-1747	-1878	-2685	-377	
-390	-368	-465	-301	150	1752	2460	1912	49	-2284	-2354	-2742	-520	
-142	-432	-373	-212	41	1500	2442	1432	370	-1558	-2224	-1809	-434	
-142	-235	-186	-64	-21	583	1243	738	279	-412	-1011	-760	-359	
-11	-80	-71	-134	-335	150	49	-63	-35	122	-116	-164	-34	
-24	0	84	-365	-276	-320	-368	-324	-124	237	423	24	-14	
-8	67	23	-211	-84	7	-372	-741	-90	393	554	269	153	
-29	67	152	-134	-28	-119	-385	-712	-110	335	513	348	185	
-11	0	185	-197	-28	-174	-201	-858	-337	109	462	48	19	
-15	110	11	-41	58	-151	-319	-390	-83	-21	309	-62	-122	
8	8	16	-36	85	-167	-331	-366	139	-90	48	-28	282	
