-44	156	78	357	235	-4	25	-93	-266	-66	69	
-67	488	357	418	365	114	52	-141	-251	-43	112	
8	1493	1799	888	790	43	226	-185	-67	-39	-30	
174	2377	2194	1546	1334	730	847	100	100	-15	16	
340	3187	1837	2392	2405	1368	1335	-126	108	44	-45	
235	2171	1799	2956	3251	4073	2349	1001	295	130	4	
157	778	1686	2185	3721	4580	2968	2145	547	303	130	
-163	444	339	487	3176	5012	4151	3946	1501	347	207	
-193	-141	-126	226	1804	5162	5164	4997	2251	935	86	
-362	-451	-281	-45	287	4223	5596	6310	2964	1478	17	
-266	-533	-835	-60	200	4279	5183	6648	3751	1553	17	
-267	-281	-1008	-237	-244	3922	5709	7192	4164	1853	373	
-266	-532	-977	-141	-273	3002	5840	7155	3845	1947	208	
-481	-296	-505	-89	148	3603	5896	7248	3601	2228	164	
-1472	-281	-259	-96	148	3359	5390	6967	3039	1984	347	
-984	-318	-200	644	1053	4035	5502	5860	2476	2003	112	
-389	0	26	1471	1729	5556	4320	4622	1557	1760	0	
67	540	915	2185	2330	5369	3700	2652	1070	672	173	
-318	1888	1254	2655	3063	3922	2368	2183	321	191	78	
-178	2114	2006	2185	2124	2983	603	1320	130	85	78	
61	2133	1536	2354	1767	1819	86	243	89	-59	-104	
148	1719	1103	1809	1203	523	304	43	43	-126	-258	
200	627	840	618	304	241	60	-8	78	-94	-116	
226	174	374	165	26	78	-77	-108	-251	-155	-170	
