-128	-120	-232	-35	-140	-464	-235	-186	-73	114	45	-14	
-142	-203	-69	-7	-237	-488	-507	-124	-62	643	121	32	
1	8	168	-147	-955	-856	-565	-131	343	710	382	290	
55	84	143	-459	-1620	-1489	-608	-275	327	1475	1285	549	
135	151	58	-210	-1531	-1548	-873	-214	327	1178	903	1085	
67	44	-59	-308	-1383	-900	-844	-269	57	627	868	581	
-283	-190	-149	-168	-105	-160	-180	106	57	440	194	508	
-348	-549	-176	0	906	564	471	205	-238	-389	-1061	-7	
-360	-1107	-281	343	1824	2854	1201	-186	-1674	-2585	-1981	-359	
-613	-1137	-421	242	2148	3444	1272	213	-2037	-2773	-3102	-332	
-149	-597	-301	16	2148	2782	1094	616	-949	-1560	-2211	-102	
-171	-432	-141	-35	1158	1530	495	403	-247	-506	-1162	-407	
-50	-289	-106	-377	183	232	-42	213	-76	-185	-402	-392	
-15	-85	-43	-271	-348	-388	-231	205	211	448	-89	-204	
-11	50	168	-314	-452	-738	-697	197	270	433	186	-55	
-71	101	16	-147	-614	-797	-932	-83	327	324	146	-143	
-2	143	-57	-189	-718	-430	-800	-365	171	213	137	-58	
-78	270	65	-42	-334	-414	-580	-296	49	220	259	35	
212	414	92	50	-160	-408	-364	32	-83	309	162	-7	
331	195	-232	-57	-112	-416	-308	-107	-165	122	89	-28	
314	270	-281	-126	-174	-430	-262	16	-233	-73	32	11	
