-202	-437	-201	-193	-110	106	24	52	
-334	-1224	-325	106	100	480	332	64	
-762	-1430	-1122	-294	-76	554	394	168	
-969	-1415	-1312	-83	147	443	295	323	
-1102	-1224	-961	-317	32	98	227	172	
-49	-56	-159	8	-62	-308	-218	-62	
708	1065	1076	148	-557	-1690	-1262	-231	
1518	2764	1912	-42	-1254	-2354	-2053	-406	
1896	2943	1788	-28	-1732	-2686	-3504	-478	
1590	2514	1592	279	-1283	-2701	-2441	-506	
491	1082	543	361	-615	-1314	-1119	-400	
141	-84	-42	-49	57	-328	-300	-163	
-437	-554	-339	-49	204	301	24	-136	
-496	-1003	-551	8	319	692	573	298	
-245	-1356	-873	-69	245	451	470	129	
-526	-1592	-565	-310	204	399	397	-95	
-459	-974	-287	-159	64	228	210	0	
-195	-658	-290	-112	-14	136	210	258	
-202	-430	-401	-218	-165	122	113	20	
