80	109	108	61	-201	-262	-255	-151	-846	-116	48	193	115	-15	110	-7	
117	95	116	174	-14	-358	-383	-253	-1047	88	168	200	326	194	96	-93	
126	153	191	331	132	-193	-615	-636	-831	-75	185	336	690	206	173	-100	
185	126	191	373	33	-509	-949	-1011	-1148	-170	128	1364	1300	285	411	-47	
102	100	75	221	140	-262	-1021	-1040	-1334	-363	-75	1279	1198	648	318	-219	
201	75	-35	42	-56	-69	-1007	-396	-1104	-406	-270	1040	1063	365	171	-67	
201	92	7	41	-70	-49	-427	65	-41	-177	-132	472	-54	31	71	7	
201	-35	-70	-167	-214	403	65	1230	486	129	-331	-330	-990	-266	-346	-137	
-218	-140	-333	-257	-316	652	1429	2436	1875	476	-392	-1665	-1962	-1472	-909	-206	
-480	-559	-378	-826	-639	1448	1939	3327	2379	895	-672	-2585	-3315	-2649	-1272	-146	
-211	-349	-274	-1047	-235	1288	2027	4095	3195	1136	-129	-3010	-4090	-2355	-2109	-27	
-221	-349	-319	-1209	-283	475	2009	3187	2691	636	-34	-2486	-3258	-2467	-1927	55	
-112	-168	-230	-885	-477	328	1412	1754	955	118	96	-1495	-2159	-1934	-602	157	
-32	92	-279	-282	-331	-104	-7	374	8	234	72	-376	-596	-700	-87	212	
129	284	233	-118	-270	-378	-391	-130	-946	-120	120	-81	183	103	497	354	
290	329	133	-153	-194	-596	-1079	-448	-1938	113	120	88	656	325	1283	188	
75	376	125	116	-28	-655	-1196	-1762	-2613	-454	160	312	1147	1490	1233	-206	
-50	131	168	259	-56	-179	-1050	-1690	-2196	-89	64	376	1469	1120	915	78	
-92	86	158	189	57	-523	-659	-355	-1794	56	64	546	1063	341	434	110	
-64	150	-7	282	-42	-295	-357	-280	-774	-156	166	525	910	631	181	-14	
201	47	-63	101	-14	-255	-249	-267	-170	-55	134	480	390	190	23	-60	
