-120	-197	-312	-297	-83	90	65	-68	201	
-70	-230	-499	-276	-222	-62	138	57	201	
0	-230	-532	-448	-241	67	260	138	8	
-38	-209	-885	-609	-282	311	766	227	88	
-91	-274	-1077	-1268	-117	674	1160	781	347	
-468	-511	-1180	-1166	-427	621	1160	208	161	
-259	-1014	-1180	-1034	-385	147	1038	340	118	
-231	-223	-174	-132	-76	-14	440	56	40	
-51	266	514	418	-138	-630	-451	-932	-387	
-63	1302	2281	1414	-392	-1732	-2556	-2340	-1135	
92	1302	2782	2037	-83	-2037	-2470	-2915	-935	
75	1014	2335	1645	378	-1167	-1517	-2139	-706	
92	458	1691	792	419	-369	-520	-1191	-536	
-384	75	240	99	82	-103	-219	-252	-271	
-247	-216	-437	-682	-134	8	350	-75	-143	
-66	36	-568	-712	57	474	413	194	-48	
-14	-674	-841	-1224	-21	262	244	81	72	
-161	-437	-1047	-697	-104	180	220	40	104	
-84	-291	-355	-653	-159	-90	187	123	177	
