16	-27	-7	16	-63	-200	-117	-314	-279	-7	128	256	215	87	-23	
22	-28	-112	-132	-121	-220	-329	-567	-368	-171	-41	256	342	95	79	
50	-196	108	-146	-69	-119	-122	-679	-702	-265	128	416	518	277	-7	
227	-196	-27	-48	-35	-62	-615	-852	-1176	-468	-61	440	893	468	252	
33	-119	-4	16	-110	-392	-1312	-1228	-975	-420	-61	512	792	817	434	
-14	-154	-69	-42	-156	-276	-760	-369	-569	-706	-115	277	487	254	395	
75	-64	-123	-84	-194	-76	-90	268	-225	-414	-95	224	-14	-61	142	
-43	-154	-272	-333	-249	427	458	766	202	-143	-169	-431	-849	-354	-360	
-256	-447	-363	-395	-228	705	1517	2278	1701	339	-203	-1608	-2061	-1177	-811	
-316	-559	-881	-915	-653	1359	1781	3309	2656	895	-270	-2684	-3075	-2032	-1244	
-295	-301	-378	-546	-152	1235	3310	3658	3004	1205	-176	-3251	-3033	-2159	-2053	
-183	-266	-407	-738	-263	1112	2642	3047	2726	808	-297	-2727	-2906	-1990	-1425	
-221	-267	-319	-444	-194	189	1324	1754	1163	826	-223	-1396	-2145	-1037	-769	
-183	-259	-98	-207	-125	-62	212	350	284	187	-473	-631	-289	-294	-80	
143	284	66	-160	-156	-241	-302	-205	-320	-75	-243	-68	23	74	165	
-29	76	164	248	-97	-713	-702	-434	-1148	-102	-54	376	487	404	347	
-113	16	266	160	-132	-1107	-1428	-1632	-1435	-224	193	818	1249	1490	563	
-120	209	216	114	-125	-757	-1747	-1805	-1521	-75	289	443	1334	850	363	
-253	226	185	169	-28	-234	-601	-621	-1234	-385	-34	256	1131	1069	347	
-84	108	91	107	80	-193	-499	-239	-673	-197	24	376	724	682	363	
42	108	8	91	-44	-289	-459	-417	-443	-21	16	304	295	277	189	
