-119	-8	-213	274	123	307	105	-127	-287	-198	-214	-270	-264	-341	-281	15	16	16	214	197	73	37	-132	-122	-7	-153	-194	-227	-7	
-148	-104	-67	305	309	315	-145	-232	-323	-208	-328	-525	-304	-584	-281	301	108	381	418	452	310	317	-116	-116	-81	-276	-222	-267	-54	
-145	-192	97	460	493	658	17	-332	-568	-550	-1065	-1079	-1396	-633	-379	34	189	506	720	652	401	350	259	-143	-142	-431	-201	-258	-81	
-201	-123	-30	443	546	1346	200	-317	-798	-1466	-1506	-1200	-1637	-1212	-331	-23	108	1136	1325	988	797	423	191	-143	-345	-574	-141	-294	-74	
-179	-67	17	708	1619	1288	17	-418	-1212	-1879	-2038	-1337	-2225	-1107	-794	100	200	1369	1699	1165	1834	480	729	16	-772	-688	-511	-328	-189	
-215	62	222	1227	2274	1767	-116	-1399	-1473	-2169	-1947	-1670	-2135	-882	-585	50	416	1583	1218	988	1992	1283	1632	-129	-402	-900	-539	-379	-260	
-102	89	284	1266	1330	1537	-275	-1553	-2010	-2001	-1627	-1866	-2104	-942	-480	16	341	993	845	1023	1306	881	1892	242	-284	-1027	-497	-388	-160	
-89	-30	240	1207	1253	1231	-71	-520	-1304	-977	-1034	-1533	-1396	-668	-246	0	383	903	382	740	319	776	2066	826	-102	-603	-398	-300	-218	
-89	-55	-133	815	559	298	-718	-566	-251	-150	-242	-1382	-255	-394	8	101	358	265	123	460	-315	366	903	739	80	-115	-155	-231	-153	
-52	-156	-331	210	-22	-109	-734	-65	25	353	171	-454	-184	-317	235	41	-112	-222	-132	-97	-978	-437	48	739	418	136	-27	-83	-87	
-248	-185	-463	-228	-226	-530	-188	617	395	1164	411	145	110	-183	169	-28	-195	-1194	-507	-436	-1805	-896	-587	258	584	767	302	15	-74	
-212	-147	-610	-432	-1005	-153	-102	1637	1450	2738	1178	1722	679	414	652	-210	-792	-1960	-1591	-1763	-2980	-1430	-1679	-149	841	1807	1215	198	126	
-264	-391	-1581	-1867	-1896	-378	366	2414	2129	3807	1756	3908	2580	1129	743	-496	-1635	-3564	-3495	-2462	-3299	-2181	-2613	-635	378	2455	2079	388	240	
-308	-448	-1502	-2416	-2411	-298	515	2907	2430	3394	2576	5539	3501	2173	780	-850	-2064	-5095	-4286	-3133	-2704	-2527	-3217	-1493	927	3665	2350	1204	245	
-452	-354	-1297	-2652	-3443	-240	422	3134	2468	3394	2725	6688	4201	2833	579	-954	-2566	-6052	-5209	-3847	-2530	-2657	-3274	-1607	289	3409	2316	1187	513	
-582	-546	-1833	-3562	-3474	52	841	2964	2317	3882	2855	7244	4717	3364	470	-1207	-2138	-5816	-5209	-3804	-1892	-2022	-3231	-1393	386	3256	2706	1254	714	
-519	-258	-1534	-2981	-3130	-363	1222	2774	2581	2607	2948	5872	4330	3254	437	-1043	-2286	-4889	-4125	-3541	-2226	-1690	-2872	-849	370	2915	2164	1086	747	
-30	-398	-682	-1647	-2568	-978	917	2111	1902	1951	2240	3167	3225	2778	437	-259	-1443	-4079	-2968	-3046	-1906	-1690	-2556	-441	185	1807	1334	508	387	
-30	-199	-367	-752	-2021	-1304	227	860	1167	1502	1420	1833	1954	1514	-29	284	-895	-1930	-2074	-1894	-1457	-1141	-1837	-251	265	921	334	206	229	
-82	0	-353	124	-833	-931	-253	860	546	1408	749	281	462	786	-183	376	-188	-534	-387	-669	-862	-539	-354	-149	171	280	159	-307	-60	
-74	223	-140	292	-73	-791	-1121	156	-29	378	162	-454	-262	135	-239	141	0	402	148	-83	-90	-246	137	250	9	-424	-382	-381	-147	
-134	347	507	779	308	-291	-1539	-1738	-921	-65	-207	-1427	-959	-747	-246	427	241	2585	649	304	425	374	694	385	40	-1551	-976	-361	-161	
-23	232	1229	1827	1021	-117	-1508	-2493	-1488	-748	-1308	-2366	-1863	-436	-211	603	510	3516	1699	723	902	1265	1337	557	-277	-1820	-1385	-441	-67	
11	187	685	2215	1580	351	-1198	-2385	-2593	-1894	-2099	-2744	-2210	-672	42	611	762	4053	2339	1766	2027	2156	1371	549	-872	-1849	-1652	-434	-14	
-52	141	586	1556	2216	579	-253	-1584	-2010	-2291	-2099	-2956	-2466	-687	-57	452	654	3408	1965	1872	1640	2296	642	177	-1042	-1849	-1554	-621	-167	
-80	-155	320	1459	2062	617	-8	-1260	-1381	-2352	-1688	-2336	-1833	-462	-337	410	474	2800	1752	1094	1464	1649	-48	48	-1142	-1551	-596	-394	-160	
-45	-49	240	1227	1754	342	-116	-619	-951	-2047	-1293	-1503	-1291	-507	-358	242	158	1619	1503	899	849	1055	209	-61	-872	-1013	-990	-381	-67	
-158	-236	97	221	964	713	87	-310	-859	-536	-527	-1019	-884	-380	-239	-49	16	655	987	528	147	399	131	-14	-544	-475	-342	-247	-47	
-252	-198	-30	135	343	263	227	-202	-598	-464	-285	-625	-387	-287	-179	-28	50	265	276	485	122	244	-68	-75	-236	-115	-94	-41	-106	
